Energy(eV),Transmission
-3.000000000000000444e+00,1.175215630419802973e-15
-2.969849246231155870e+00,5.938839005129857650e-14
-2.939698492462311741e+00,1.705159641171715485e-11
-2.909547738693467167e+00,1.002632969860378920e-01
-2.879396984924623037e+00,3.025964739613123400e-01
-2.849246231155778908e+00,4.278492982174004755e-01
-2.819095477386934778e+00,6.974864638985509568e-01
-2.788944723618090649e+00,7.588307643848266615e-01
-2.758793969849246075e+00,7.643720752318634570e-01
-2.728643216080401945e+00,8.043306957454779971e-01
-2.698492462311557816e+00,8.278735519887234773e-01
-2.668341708542713686e+00,1.645574622247536700e+00
-2.638190954773869557e+00,1.779223440382399879e+00
-2.608040201005024983e+00,1.815350737502305689e+00
-2.577889447236180853e+00,1.810407201039011982e+00
-2.547738693467336724e+00,1.789725511600835040e+00
-2.517587939698492594e+00,1.780890678300602881e+00
-2.487437185929648464e+00,1.791251675079949646e+00
-2.457286432160803891e+00,1.806089093828679992e+00
-2.427135678391959761e+00,1.791344609559686551e+00
-2.396984924623115631e+00,1.579851794856398817e+00
-2.366834170854271502e+00,1.701552406158716613e+00
-2.336683417085427372e+00,1.782162480343568500e+00
-2.306532663316582799e+00,2.174050581656949088e+00
-2.276381909547738669e+00,2.573436578466511637e+00
-2.246231155778894539e+00,2.634685057382478046e+00
-2.216080402010050410e+00,2.641641088032514961e+00
-2.185929648241206280e+00,2.589811477972733478e+00
-2.155778894472361706e+00,2.519072400682867308e+00
-2.125628140703517577e+00,2.464471650251124579e+00
-2.095477386934673447e+00,2.449382899554402027e+00
-2.065326633165829318e+00,2.475621023117526853e+00
-2.035175879396985188e+00,2.520485809761481732e+00
-2.005025125628140614e+00,2.546504997350905519e+00
-1.974874371859296707e+00,2.522792954872182580e+00
-1.944723618090452355e+00,2.444546397384997238e+00
-1.914572864321608003e+00,2.322779822479512646e+00
-1.884422110552763874e+00,2.016538389771424633e+00
-1.854271356783919744e+00,2.102705935882298593e+00
-1.824120603015075615e+00,2.809654817786299663e+00
-1.793969849246231263e+00,3.065032714399754887e+00
-1.763819095477386911e+00,3.198947024950086426e+00
-1.733668341708542782e+00,3.291209118089923891e+00
-1.703517587939698874e+00,3.365846776374913141e+00
-1.673366834170854078e+00,3.475394729845770581e+00
-1.643216080402010171e+00,3.571646192444368761e+00
-1.613065326633166041e+00,3.602905478456384092e+00
-1.582914572864321689e+00,3.578884924683107371e+00
-1.552763819095477338e+00,3.543813461567142831e+00
-1.522613065326633208e+00,3.531967609861740520e+00
-1.492462311557789079e+00,3.554893152251393573e+00
-1.462311557788944727e+00,3.603396090764348969e+00
-1.432160804020100597e+00,3.651881139784636243e+00
-1.402010050251256246e+00,3.669034003712849934e+00
-1.371859296482412116e+00,3.631218221469165286e+00
-1.341708542713567986e+00,3.501299722595190733e+00
-1.311557788944723635e+00,3.118030829540918702e+00
-1.281407035175879505e+00,3.692811781870211529e+00
-1.251256281407035154e+00,4.046760807165312279e+00
-1.221105527638191024e+00,4.135675590732831530e+00
-1.190954773869346894e+00,4.203478751277324399e+00
-1.160804020100502543e+00,4.262492462772552670e+00
-1.130653266331658413e+00,4.301043832498737451e+00
-1.100502512562814061e+00,4.342605282800355404e+00
-1.070351758793969932e+00,4.376175146332524690e+00
-1.040201005025125802e+00,4.389851448172708892e+00
-1.010050251256281451e+00,4.361566455386860497e+00
-9.798994974874370989e-01,4.337904183706438488e+00
-9.497487437185930803e-01,4.344508299471082857e+00
-9.195979899497487287e-01,3.682501680070040972e+00
-8.894472361809045990e-01,3.687434367770712207e+00
-8.592964824120605805e-01,3.658015440513056937e+00
-8.291457286432158957e-01,3.632053944813452340e+00
-7.989949748743718771e-01,3.625443386437291693e+00
-7.688442211055277475e-01,3.553797772500802310e+00
-7.386934673366836179e-01,3.421762052284513356e+00
-7.085427135678394883e-01,2.560801022151677486e+00
-6.783919597989949146e-01,1.921370664597237932e+00
-6.482412060301507850e-01,1.953500052251770036e+00
-6.180904522613066554e-01,1.950288818533221891e+00
-5.879396984924625258e-01,1.946818929380075280e+00
-5.577889447236183962e-01,1.944825652521694259e+00
-5.276381909547738225e-01,1.943926400750978667e+00
-4.974874371859297484e-01,1.943454932385694667e+00
-4.673366834170855078e-01,1.942994135479987339e+00
-4.371859296482414337e-01,1.942662007848543704e+00
-4.070351758793973040e-01,1.942766174146618230e+00
-3.768844221105527303e-01,1.942380595420602596e+00
-3.467336683417086007e-01,1.934457920184755819e+00
-3.165829145728644711e-01,1.832888543755643918e+00
-2.864321608040203415e-01,9.868909905930540738e-01
-2.562814070351762119e-01,9.786960864054030651e-01
-2.261306532663316660e-01,9.538561380434157355e-01
-1.959798994974875086e-01,8.785727401903399292e-01
-1.658291457286433790e-01,1.664091155896529547e-03
-1.356783919597992494e-01,3.576602408595646524e-08
-1.055276381909546757e-01,3.228522357552654327e-09
-7.537688442211054607e-02,9.084979870860341489e-10
-4.522613065326641646e-02,4.483346312140229885e-10
-1.507537688442228685e-02,3.268635182526129695e-10
1.507537688442184276e-02,3.322226558504887062e-10
4.522613065326641646e-02,4.717517716537679041e-10
7.537688442211054607e-02,9.975826753785567330e-10
1.055276381909546757e-01,3.783177103555579682e-09
1.356783919597988053e-01,4.920219091459562417e-08
1.658291457286429349e-01,6.926892768391261675e-03
1.959798994974875086e-01,8.550302783458414435e-01
2.261306532663316660e-01,9.542566153415786845e-01
2.562814070351757678e-01,9.814098536852656762e-01
2.864321608040198974e-01,9.835196100255410023e-01
3.165829145728640270e-01,1.550884564664313459e+00
3.467336683417086007e-01,1.849746037394474962e+00
3.768844221105527303e-01,1.898610803409825021e+00
4.070351758793969155e-01,1.918488991700113777e+00
4.371859296482409896e-01,1.931014472103953494e+00
4.673366834170851192e-01,1.939941792424466849e+00
4.974874371859297484e-01,1.944967000226956566e+00
5.276381909547738225e-01,1.945059827512122252e+00
5.577889447236179521e-01,1.939374134654534121e+00
5.879396984924620817e-01,1.926614902879797642e+00
6.180904522613062113e-01,1.900786004010540209e+00
