Energy(eV),Transmission
-3.000000000000000444e+00,2.581672885567762791e-15
-2.969849246231155870e+00,1.807023959644404478e-13
-2.939698492462311741e+00,6.839971040872189565e-09
-2.909547738693467167e+00,7.608497988994819550e-02
-2.879396984924623037e+00,1.071891897122652371e-01
-2.849246231155778908e+00,3.261393923632643910e-01
-2.819095477386934778e+00,6.656412279996356540e-01
-2.788944723618090649e+00,7.799349087400865299e-01
-2.758793969849246075e+00,7.555887186366913033e-01
-2.728643216080401945e+00,3.438417713163245404e-01
-2.698492462311557816e+00,8.244347405787881833e-01
-2.668341708542713686e+00,1.676649785785265800e+00
-2.638190954773869557e+00,1.833071458097779827e+00
-2.608040201005024983e+00,1.824545040679188990e+00
-2.577889447236180853e+00,1.785536910831194257e+00
-2.547738693467336724e+00,1.747208293130485757e+00
-2.517587939698492594e+00,1.717336018859666913e+00
-2.487437185929648464e+00,1.698057239621643344e+00
-2.457286432160803891e+00,1.667669378034451366e+00
-2.427135678391959761e+00,1.478677055721995481e+00
-2.396984924623115631e+00,1.607422179075413515e+00
-2.366834170854271502e+00,1.788589972458180188e+00
-2.336683417085427372e+00,1.271523883484811046e+00
-2.306532663316582799e+00,1.814367402344819080e+00
-2.276381909547738669e+00,2.066398592669608458e+00
-2.246231155778894539e+00,2.136691306095029663e+00
-2.216080402010050410e+00,2.192023206870244323e+00
-2.185929648241206280e+00,2.227923482450441028e+00
-2.155778894472361706e+00,2.235566336749201799e+00
-2.125628140703517577e+00,2.202187142088741556e+00
-2.095477386934673447e+00,2.133581698059054954e+00
-2.065326633165829318e+00,2.051663945863144711e+00
-2.035175879396985188e+00,1.965079056761242393e+00
-2.005025125628140614e+00,1.847278026216368607e+00
-1.974874371859296707e+00,1.614412970481984733e+00
-1.944723618090452355e+00,1.503381342133105480e+00
-1.914572864321608003e+00,2.063809610306938325e+00
-1.884422110552763874e+00,2.106784562517979520e+00
-1.854271356783919744e+00,2.030829904308973255e+00
-1.824120603015075615e+00,2.551896360636075389e+00
-1.793969849246231263e+00,2.784277077140953516e+00
-1.763819095477386911e+00,2.921808981696026208e+00
-1.733668341708542782e+00,3.046277864329476337e+00
-1.703517587939698874e+00,3.167266321941608176e+00
-1.673366834170854078e+00,3.259135582058818148e+00
-1.643216080402010171e+00,3.318261558581755644e+00
-1.613065326633166041e+00,3.350829114845460754e+00
-1.582914572864321689e+00,3.369355022909455766e+00
-1.552763819095477338e+00,3.392264429048334584e+00
-1.522613065326633208e+00,3.430484060545492042e+00
-1.492462311557789079e+00,3.478857435172736601e+00
-1.462311557788944727e+00,3.520437315316752525e+00
-1.432160804020100597e+00,3.537161204045507379e+00
-1.402010050251256246e+00,3.513838340824910755e+00
-1.371859296482412116e+00,3.422901461138073032e+00
-1.341708542713567986e+00,3.149684331022811534e+00
-1.311557788944723635e+00,3.023258612588853200e+00
-1.281407035175879505e+00,3.469334351393552396e+00
-1.251256281407035154e+00,3.913767470081911615e+00
-1.221105527638191024e+00,4.016184549374257173e+00
-1.190954773869346894e+00,4.049938660413876512e+00
-1.160804020100502543e+00,4.083993516068887608e+00
-1.130653266331658413e+00,4.036945768761246001e+00
-1.100502512562814061e+00,4.051429016241280046e+00
-1.070351758793969932e+00,4.073309076070612100e+00
-1.040201005025125802e+00,4.055076187369431651e+00
-1.010050251256281451e+00,3.989235944119782218e+00
-9.798994974874370989e-01,3.917981454678760134e+00
-9.497487437185930803e-01,3.906048810254680870e+00
