Energy(eV),Transmission
-3.000000000000000444e+00,5.843178153732917764e-12
-2.969849246231155870e+00,1.994509401326626306e-13
-2.939698492462311741e+00,6.376499930428450014e-12
-2.909547738693467167e+00,7.639259255260407236e-04
-2.879396984924623037e+00,1.013881332934965691e-02
-2.849246231155778908e+00,6.197555313035857383e-02
-2.819095477386934778e+00,1.375785875705007322e-01
-2.788944723618090649e+00,1.346794148599236851e-01
-2.758793969849246075e+00,8.677161935784541424e-02
-2.728643216080401945e+00,6.817783587289379110e-02
-2.698492462311557816e+00,5.777407561228166122e-01
-2.668341708542713686e+00,1.117686608316284413e+00
-2.638190954773869557e+00,1.201490632849706364e+00
-2.608040201005024983e+00,1.259259485859218541e+00
-2.577889447236180853e+00,1.322695302831570219e+00
-2.547738693467336724e+00,1.364551401670588637e+00
-2.517587939698492594e+00,1.371200875047382528e+00
-2.487437185929648464e+00,1.351040871642481100e+00
-2.457286432160803891e+00,1.319881961495989353e+00
-2.427135678391959761e+00,1.280967031827383584e+00
-2.396984924623115631e+00,1.211503235405818835e+00
-2.366834170854271502e+00,1.048967937084936519e+00
-2.336683417085427372e+00,1.428162109948787339e+00
-2.306532663316582799e+00,1.705225019476183101e+00
-2.276381909547738669e+00,2.192274843493394965e+00
-2.246231155778894539e+00,2.196315969651372768e+00
-2.216080402010050410e+00,2.227119417217016561e+00
-2.185929648241206280e+00,2.213959353975494704e+00
-2.155778894472361706e+00,2.135682681351664947e+00
-2.125628140703517577e+00,2.035867692552826735e+00
-2.095477386934673447e+00,1.951239874593029500e+00
-2.065326633165829318e+00,1.886371890152380493e+00
-2.035175879396985188e+00,1.833294178545473274e+00
-2.005025125628140614e+00,1.800612813929977074e+00
-1.974874371859296707e+00,1.864512990181643293e+00
-1.944723618090452355e+00,2.151772726203343034e+00
-1.914572864321608003e+00,2.427842979045929273e+00
-1.884422110552763874e+00,2.432188206824495769e+00
-1.854271356783919744e+00,2.192826063782111756e+00
-1.824120603015075615e+00,2.579815389701008765e+00
-1.793969849246231263e+00,2.691190254933877313e+00
-1.763819095477386911e+00,2.767432991326785441e+00
-1.733668341708542782e+00,2.857124913193510807e+00
-1.703517587939698874e+00,2.993273821787598710e+00
-1.673366834170854078e+00,3.136234029738643070e+00
-1.643216080402010171e+00,3.217744891783085759e+00
-1.613065326633166041e+00,3.219384076797518368e+00
-1.582914572864321689e+00,3.174521095389160497e+00
-1.552763819095477338e+00,3.122777815195921569e+00
-1.522613065326633208e+00,3.090937338739176532e+00
-1.492462311557789079e+00,3.089785119912441314e+00
-1.462311557788944727e+00,3.116663370921217702e+00
-1.432160804020100597e+00,3.158402081305069942e+00
-1.402010050251256246e+00,3.194020936217786044e+00
-1.371859296482412116e+00,3.199037557810608057e+00
-1.341708542713567986e+00,3.142759684341821291e+00
-1.311557788944723635e+00,2.981099032216108835e+00
-1.281407035175879505e+00,3.557731066697615407e+00
-1.251256281407035154e+00,3.865421138586458305e+00
-1.221105527638191024e+00,3.999010909508809331e+00
-1.190954773869346894e+00,4.015755316828636623e+00
-1.160804020100502543e+00,4.023312886537649291e+00
-1.130653266331658413e+00,4.067527949274695409e+00
-1.100502512562814061e+00,4.135277891954088680e+00
-1.070351758793969932e+00,4.184003105379804133e+00
-1.040201005025125802e+00,4.187050674841784392e+00
-1.010050251256281451e+00,4.135317845686290461e+00
-9.798994974874370989e-01,4.082771278898992051e+00
-9.497487437185930803e-01,4.079660740064014135e+00
-9.195979899497487287e-01,3.498485717701876219e+00
-8.894472361809045990e-01,3.660066682035566732e+00
-8.592964824120605805e-01,3.565655311535155469e+00
-8.291457286432158957e-01,3.457116898945115313e+00
-7.989949748743718771e-01,3.411349851192925886e+00
-7.688442211055277475e-01,3.406797070883106571e+00
-7.386934673366836179e-01,3.360483407974237391e+00
-7.085427135678394883e-01,2.510936374151304662e+00
-6.783919597989949146e-01,1.796514316228920327e+00
-6.482412060301507850e-01,1.937939991203012413e+00
-6.180904522613066554e-01,1.925985781061156699e+00
-5.879396984924625258e-01,1.921462112953443491e+00
-5.577889447236183962e-01,1.921016388098874650e+00
-5.276381909547738225e-01,1.922044448735806599e+00
-4.974874371859297484e-01,1.922509613047824750e+00
-4.673366834170855078e-01,1.921033940413759744e+00
-4.371859296482414337e-01,1.917065749492714799e+00
-4.070351758793973040e-01,1.910522938672832627e+00
-3.768844221105527303e-01,1.900175890020359137e+00
-3.467336683417086007e-01,1.877110005921249991e+00
-3.165829145728644711e-01,1.720043090635768213e+00
-2.864321608040203415e-01,9.139167067036086944e-01
-2.562814070351762119e-01,8.932305705848387900e-01
-2.261306532663316660e-01,8.694114142871433026e-01
-1.959798994974875086e-01,8.341595693086283347e-01
-1.658291457286433790e-01,3.093293724160094300e-03
-1.356783919597992494e-01,1.858884191077806689e-08
-1.055276381909546757e-01,2.215296086418550463e-09
-7.537688442211054607e-02,7.157011833116444694e-10
-4.522613065326641646e-02,3.910099314835699617e-10
-1.507537688442228685e-02,3.122810669366640296e-10
1.507537688442184276e-02,3.488910777870098701e-10
4.522613065326641646e-02,5.544579104202878449e-10
7.537688442211054607e-02,1.371773156580610218e-09
1.055276381909546757e-01,6.889496351549425832e-09
1.356783919597988053e-01,2.545433312237744725e-07
1.658291457286429349e-01,5.997415658189228224e-06
1.959798994974875086e-01,6.588614625023737625e-01
2.261306532663316660e-01,8.071942104355975811e-01
2.562814070351757678e-01,8.346233613197994172e-01
2.864321608040198974e-01,8.171185457725429480e-01
3.165829145728640270e-01,1.566729592242686486e+00
3.467336683417086007e-01,1.746716443949046127e+00
3.768844221105527303e-01,1.758566434998314554e+00
4.070351758793969155e-01,1.755328412941489002e+00
4.371859296482409896e-01,1.749755234085490718e+00
4.673366834170851192e-01,1.742360074255348001e+00
4.974874371859297484e-01,1.729569647457342096e+00
5.276381909547738225e-01,1.704846776384012275e+00
5.577889447236179521e-01,1.655883664604668626e+00
5.879396984924620817e-01,1.550872538787616550e+00
6.180904522613062113e-01,1.293943697331782605e+00
6.482412060301507850e-01,1.453413945156361020e+00
6.783919597989949146e-01,1.434042939779494930e+00
7.085427135678390442e-01,2.483718110665067424e+00
7.386934673366831738e-01,3.105686315376526174e+00
7.688442211055274145e-01,3.223109463810424291e+00
7.989949748743718771e-01,3.177080342211247466e+00
8.291457286432158957e-01,3.105180898712485593e+00
8.592964824120602474e-01,2.961722028756986980e+00
8.894472361809043770e-01,3.417743755618297907e+00
9.195979899497483956e-01,3.547868648891116194e+00
9.497487437185930803e-01,4.121445941429286108e+00
9.798994974874370989e-01,4.130240016808196302e+00
1.010050251256281229e+00,4.145696051770917379e+00
1.040201005025125802e+00,4.167385397147408632e+00
1.070351758793969488e+00,4.187730631386267888e+00
1.100502512562814061e+00,4.198966759896269885e+00
1.130653266331657747e+00,4.150951837531935418e+00
1.160804020100502321e+00,4.085286499560488949e+00
1.190954773869346894e+00,4.034352346820496926e+00
1.221105527638190580e+00,4.003520531796329607e+00
1.251256281407035154e+00,3.882767642196879976e+00
1.281407035175878839e+00,3.631753168233771145e+00
1.311557788944723413e+00,3.688184773916093562e+00
1.341708542713567986e+00,3.651179945278436811e+00
1.371859296482411672e+00,3.599191667573246711e+00
1.402010050251256246e+00,3.531297127030127658e+00
1.432160804020099931e+00,3.454456119196156028e+00
1.462311557788944505e+00,3.382576738953818385e+00
1.492462311557789079e+00,3.330952482594986552e+00
1.522613065326632764e+00,3.308852970554220452e+00
1.552763819095477338e+00,3.313246080717670239e+00
1.582914572864321023e+00,3.328291253227466662e+00
1.613065326633165597e+00,3.331134309525454640e+00
1.643216080402010171e+00,3.302799113795098940e+00
1.673366834170853856e+00,3.237360236112276191e+00
1.703517587939698430e+00,3.129100276851153328e+00
1.733668341708542115e+00,2.964243309719324149e+00
1.763819095477386689e+00,2.796004994634321505e+00
1.793969849246231263e+00,2.728735843755600854e+00
1.824120603015074948e+00,2.570994278498913044e+00
1.854271356783919522e+00,2.267588665800017722e+00
1.884422110552763208e+00,2.438505009274016810e+00
1.914572864321607781e+00,2.545532018039919020e+00
1.944723618090452355e+00,2.620073270794291975e+00
1.974874371859296041e+00,2.641787283843218592e+00
2.005025125628140614e+00,2.612210755350693248e+00
2.035175879396984300e+00,2.564496067055626938e+00
2.065326633165828873e+00,2.535767826022139904e+00
2.095477386934673447e+00,2.549895789478582753e+00
2.125628140703517133e+00,2.612191786736471677e+00
2.155778894472361706e+00,2.701704315654727129e+00
2.185929648241205392e+00,2.766348018841971346e+00
