Energy(eV),Transmission
-3.000000000000000444e+00,3.210126767250567853e-14
-2.969849246231155870e+00,3.665945480245766347e-14
-2.939698492462311741e+00,1.087318904240339893e-12
-2.909547738693467167e+00,9.154110290314708658e-05
-2.879396984924623037e+00,5.136256657447252740e-04
-2.849246231155778908e+00,3.418803421563421097e-03
-2.819095477386934778e+00,8.296358608405973722e-02
-2.788944723618090649e+00,3.091730686890159507e-01
-2.758793969849246075e+00,6.373219546426822646e-01
-2.728643216080401945e+00,8.701650774398751453e-01
-2.698492462311557816e+00,9.403503063350641122e-01
-2.668341708542713686e+00,1.009321303836855366e+00
-2.638190954773869557e+00,1.039947158877453148e+00
-2.608040201005024983e+00,1.068820438327215294e+00
-2.577889447236180853e+00,1.103876976422584644e+00
-2.547738693467336724e+00,1.112003727051130042e+00
-2.517587939698492594e+00,1.083378752420245617e+00
-2.487437185929648464e+00,1.036731412172768874e+00
-2.457286432160803891e+00,9.981791123413712441e-01
-2.427135678391959761e+00,1.025127739822896400e+00
-2.396984924623115631e+00,1.324010183860616419e+00
-2.366834170854271502e+00,1.851290326737615732e+00
-2.336683417085427372e+00,1.400308642536290948e+00
-2.306532663316582799e+00,1.876843091879737635e+00
-2.276381909547738669e+00,2.182359419113649057e+00
-2.246231155778894539e+00,2.229467999333639483e+00
-2.216080402010050410e+00,2.196998125436474325e+00
-2.185929648241206280e+00,2.142255334163628344e+00
-2.155778894472361706e+00,2.079812630288182973e+00
-2.125628140703517577e+00,2.025859946349110707e+00
-2.095477386934673447e+00,1.997142006713844564e+00
-2.065326633165829318e+00,1.995897747721643967e+00
-2.035175879396985188e+00,2.011384904971614151e+00
-2.005025125628140614e+00,2.026032555661256396e+00
-1.974874371859296707e+00,2.016668392127848097e+00
-1.944723618090452355e+00,1.959535122787637640e+00
-1.914572864321608003e+00,1.838411441815980485e+00
-1.884422110552763874e+00,2.130882065890387977e+00
-1.854271356783919744e+00,2.079296279653919832e+00
-1.824120603015075615e+00,2.676970885974012671e+00
-1.793969849246231263e+00,2.845545621466313069e+00
-1.763819095477386911e+00,2.920457416691855101e+00
-1.733668341708542782e+00,2.963195740052833926e+00
-1.703517587939698874e+00,3.054156863364494878e+00
-1.673366834170854078e+00,3.192844791729936738e+00
-1.643216080402010171e+00,3.305488621112275371e+00
-1.613065326633166041e+00,3.337896264722762130e+00
-1.582914572864321689e+00,3.304665776945254319e+00
-1.552763819095477338e+00,3.249759668197546247e+00
-1.522613065326633208e+00,3.210756976642762162e+00
-1.492462311557789079e+00,3.207906364865652282e+00
-1.462311557788944727e+00,3.244961611138025059e+00
-1.432160804020100597e+00,3.313164929780019641e+00
-1.402010050251256246e+00,3.393733363834743777e+00
-1.371859296482412116e+00,3.462420030218082534e+00
-1.341708542713567986e+00,3.498143493761983081e+00
-1.311557788944723635e+00,3.467714091320565739e+00
-1.281407035175879505e+00,3.628845621098585106e+00
-1.251256281407035154e+00,4.026232242109637482e+00
-1.221105527638191024e+00,4.132142502429282160e+00
-1.190954773869346894e+00,4.163598752955064874e+00
-1.160804020100502543e+00,4.181199779093327962e+00
-1.130653266331658413e+00,4.191962900912193923e+00
-1.100502512562814061e+00,4.239351382055901674e+00
-1.070351758793969932e+00,4.295687350629447288e+00
-1.040201005025125802e+00,4.327892473100479975e+00
-1.010050251256281451e+00,4.303049226830871099e+00
-9.798994974874370989e-01,4.250322151400494519e+00
-9.497487437185930803e-01,4.229032166166208917e+00
-9.195979899497487287e-01,3.526887285469379574e+00
-8.894472361809045990e-01,3.580218375533406050e+00
-8.592964824120605805e-01,3.509642073840906651e+00
-8.291457286432158957e-01,3.410912092837417031e+00
-7.989949748743718771e-01,3.368217997740062142e+00
-7.688442211055277475e-01,3.367454760009860770e+00
-7.386934673366836179e-01,3.307159261582527154e+00
-7.085427135678394883e-01,2.512613054022096559e+00
-6.783919597989949146e-01,1.669971423547416123e+00
-6.482412060301507850e-01,1.933820131346937421e+00
-6.180904522613066554e-01,1.914316524053010005e+00
-5.879396984924625258e-01,1.900226914628076136e+00
-5.577889447236183962e-01,1.887489832613318042e+00
-5.276381909547738225e-01,1.874295066886794592e+00
-4.974874371859297484e-01,1.859991323996801116e+00
-4.673366834170855078e-01,1.844853618304289622e+00
-4.371859296482414337e-01,1.829953090727405751e+00
-4.070351758793973040e-01,1.816517846347634357e+00
-3.768844221105527303e-01,1.804077544050589399e+00
-3.467336683417086007e-01,1.783975430787438921e+00
-3.165829145728644711e-01,1.652158293404382361e+00
-2.864321608040203415e-01,9.781157096549041308e-01
-2.562814070351762119e-01,9.636345432314082915e-01
