Energy(eV),Transmission
-3.000000000000000444e+00,7.707925271980060269e-13
-2.969849246231155870e+00,1.969374816647784969e-13
-2.939698492462311741e+00,7.405906332219533627e-12
-2.909547738693467167e+00,9.914974861854036065e-04
-2.879396984924623037e+00,1.142163227008966518e-02
-2.849246231155778908e+00,6.008322270044496455e-02
-2.819095477386934778e+00,1.901055702917118506e-01
-2.788944723618090649e+00,3.057302870269608119e-01
-2.758793969849246075e+00,3.214720243798296906e-01
-2.728643216080401945e+00,2.761900061953584951e-01
-2.698492462311557816e+00,1.551628904043243495e-01
-2.668341708542713686e+00,1.119013313904946072e+00
-2.638190954773869557e+00,1.208285775922079530e+00
-2.608040201005024983e+00,1.251317573539634687e+00
-2.577889447236180853e+00,1.258402744754295144e+00
-2.547738693467336724e+00,1.222279449603865586e+00
-2.517587939698492594e+00,1.150511777968662219e+00
-2.487437185929648464e+00,1.056511679767660361e+00
-2.457286432160803891e+00,9.892631156313212992e-01
-2.427135678391959761e+00,1.108972855757699882e+00
-2.396984924623115631e+00,1.565143020102328864e+00
-2.366834170854271502e+00,1.885260515763164557e+00
-2.336683417085427372e+00,1.735944604719067863e+00
-2.306532663316582799e+00,1.853171916349732662e+00
-2.276381909547738669e+00,2.072995771873184623e+00
-2.246231155778894539e+00,2.169766890370408596e+00
-2.216080402010050410e+00,2.265589095517280160e+00
-2.185929648241206280e+00,2.305408013504083975e+00
-2.155778894472361706e+00,2.286070114993204783e+00
-2.125628140703517577e+00,2.243278610934531070e+00
-2.095477386934673447e+00,2.199277524845583809e+00
-2.065326633165829318e+00,2.157585542447113980e+00
-2.035175879396985188e+00,2.115057808836835029e+00
-2.005025125628140614e+00,2.067070113505859119e+00
-1.974874371859296707e+00,2.003402543588589602e+00
-1.944723618090452355e+00,1.908242768658205968e+00
-1.914572864321608003e+00,1.758138501029066658e+00
-1.884422110552763874e+00,1.964482934894786315e+00
-1.854271356783919744e+00,2.028874640852633249e+00
-1.824120603015075615e+00,2.581845135136144442e+00
-1.793969849246231263e+00,2.636177448880825391e+00
-1.763819095477386911e+00,2.833881583981377794e+00
-1.733668341708542782e+00,2.991838359690512039e+00
-1.703517587939698874e+00,3.089858097926185820e+00
-1.673366834170854078e+00,3.195771678011852135e+00
-1.643216080402010171e+00,3.280805175892812731e+00
-1.613065326633166041e+00,3.292340996159140776e+00
-1.582914572864321689e+00,3.237988261921289190e+00
-1.552763819095477338e+00,3.167933502906271848e+00
-1.522613065326633208e+00,3.117216436644654198e+00
-1.492462311557789079e+00,3.090329266811040032e+00
-1.462311557788944727e+00,3.073487392545768415e+00
-1.432160804020100597e+00,3.049037822450591850e+00
-1.402010050251256246e+00,3.006562017984687696e+00
-1.371859296482412116e+00,2.957858367409564870e+00
-1.341708542713567986e+00,2.997775239272908898e+00
-1.311557788944723635e+00,3.365798585946704335e+00
-1.281407035175879505e+00,3.718688968815172302e+00
-1.251256281407035154e+00,3.850850377067111641e+00
-1.221105527638191024e+00,3.945757385370175729e+00
-1.190954773869346894e+00,3.994259926283922901e+00
