Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1531.500    -1533.783        2.283   184.0
0.0010        -1531.461    -1533.800        2.339   188.5
0.0020        -1531.482    -1533.912        2.430   195.8
0.0030        -1531.499    -1534.097        2.598   209.4
0.0040        -1531.532    -1534.334        2.803   225.9
0.0050        -1531.476    -1534.599        3.123   251.7
0.0060        -1531.440    -1534.853        3.414   275.1
0.0070        -1531.480    -1535.075        3.596   289.8
0.0080        -1531.490    -1535.285        3.795   305.9
0.0090        -1531.431    -1535.485        4.055   326.7
0.0100        -1531.485    -1535.679        4.194   338.0
0.0110        -1531.534    -1535.840        4.306   347.0
0.0120        -1531.586    -1535.934        4.347   350.3
0.0130        -1531.604    -1535.928        4.324   348.4
0.0140        -1531.618    -1535.810        4.192   337.9
0.0150        -1531.732    -1535.585        3.853   310.5
0.0160        -1531.639    -1535.305        3.666   295.4
0.0170        -1531.553    -1535.035        3.482   280.6
0.0180        -1531.565    -1534.838        3.273   263.8
0.0190        -1531.406    -1534.755        3.349   269.9
0.0200        -1531.471    -1534.797        3.326   268.0
0.0210        -1531.536    -1534.924        3.389   273.1
0.0220        -1531.633    -1535.048        3.416   275.3
0.0230        -1531.604    -1535.118        3.514   283.2
0.0240        -1531.724    -1535.078        3.354   270.3
0.0250        -1531.726    -1534.926        3.200   257.9
0.0260        -1531.689    -1534.731        3.042   245.1
0.0270        -1531.709    -1534.546        2.836   228.6
0.0280        -1531.707    -1534.429        2.722   219.3
0.0290        -1531.661    -1534.382        2.721   219.3
0.0300        -1531.687    -1534.371        2.683   216.2
0.0310        -1531.682    -1534.367        2.685   216.4
0.0320        -1531.656    -1534.353        2.697   217.4
0.0330        -1531.624    -1534.312        2.688   216.6
0.0340        -1531.696    -1534.267        2.571   207.2
0.0350        -1531.734    -1534.291        2.556   206.0
0.0360        -1531.771    -1534.415        2.645   213.1
0.0370        -1531.789    -1534.669        2.880   232.1
0.0380        -1531.889    -1535.038        3.149   253.8
0.0390        -1531.948    -1535.470        3.522   283.9
0.0400        -1531.942    -1535.882        3.940   317.5
0.0410        -1531.939    -1536.182        4.243   341.9
0.0420        -1532.040    -1536.331        4.291   345.8
0.0430        -1532.069    -1536.323        4.253   342.8
0.0440        -1532.104    -1536.175        4.071   328.1
0.0450        -1532.152    -1535.933        3.780   304.7
0.0460        -1532.082    -1535.683        3.601   290.2
0.0470        -1531.992    -1535.479        3.487   281.0
0.0480        -1531.988    -1535.348        3.360   270.7
0.0490        -1532.021    -1535.262        3.241   261.1
0.0500        -1532.055    -1535.160        3.105   250.2
0.0510        -1532.024    -1535.022        2.998   241.6
0.0520        -1532.031    -1534.852        2.821   227.3
0.0530        -1532.083    -1534.694        2.611   210.4
0.0540        -1532.037    -1534.572        2.535   204.3
0.0550        -1532.069    -1534.512        2.444   196.9
0.0560        -1532.059    -1534.548        2.489   200.6
0.0570        -1532.117    -1534.672        2.555   205.9
0.0580        -1532.072    -1534.861        2.790   224.8
0.0590        -1532.136    -1535.067        2.931   236.2
0.0600        -1532.131    -1535.245        3.114   251.0
0.0610        -1532.069    -1535.354        3.285   264.7
0.0620        -1532.111    -1535.382        3.270   263.5
0.0630        -1532.126    -1535.344        3.218   259.4
0.0640        -1532.187    -1535.275        3.088   248.8
0.0650        -1532.215    -1535.233        3.018   243.2
0.0660        -1532.249    -1535.234        2.985   240.6
0.0670        -1532.324    -1535.278        2.954   238.1
0.0680        -1532.354    -1535.348        2.994   241.3
0.0690        -1532.319    -1535.436        3.117   251.2
0.0700        -1532.303    -1535.520        3.217   259.2
0.0710        -1532.298    -1535.574        3.276   264.0
0.0720        -1532.324    -1535.616        3.292   265.3
0.0730        -1532.357    -1535.650        3.294   265.4
0.0740        -1532.342    -1535.691        3.349   269.9
0.0750        -1532.430    -1535.739        3.309   266.7
0.0760        -1532.377    -1535.770        3.394   273.5
0.0770        -1532.411    -1535.771        3.360   270.8
0.0780        -1532.484    -1535.713        3.229   260.2
0.0790        -1532.558    -1535.589        3.031   244.3
0.0800        -1532.466    -1535.413        2.947   237.5
0.0810        -1532.500    -1535.208        2.708   218.2
0.0820        -1532.503    -1535.010        2.507   202.1
0.0830        -1532.547    -1534.865        2.318   186.8
0.0840        -1532.474    -1534.830        2.356   189.9
0.0850        -1532.458    -1534.901        2.443   196.9
0.0860        -1532.373    -1535.032        2.660   214.3
0.0870        -1532.382    -1535.177        2.795   225.3
0.0880        -1532.315    -1535.286        2.971   239.4
0.0890        -1532.340    -1535.318        2.977   239.9
0.0900        -1532.386    -1535.288        2.902   233.9
0.0910        -1532.375    -1535.238        2.864   230.8
0.0920        -1532.356    -1535.216        2.860   230.5
0.0930        -1532.295    -1535.260        2.965   238.9
0.0940        -1532.212    -1535.386        3.173   255.7
0.0950        -1532.195    -1535.555        3.359   270.7
0.0960        -1532.217    -1535.710        3.494   281.5
0.0970        -1532.327    -1535.791        3.464   279.1
0.0980        -1532.320    -1535.792        3.472   279.8
0.0990        -1532.332    -1535.711        3.379   272.3
0.1000        -1532.327    -1535.569        3.242   261.3
0.1010        -1532.389    -1535.411        3.022   243.6
0.1020        -1532.363    -1535.307        2.944   237.3
0.1030        -1532.390    -1535.286        2.896   233.4
0.1040        -1532.382    -1535.329        2.947   237.5
0.1050        -1532.414    -1535.395        2.981   240.2
0.1060        -1532.408    -1535.440        3.032   244.3
0.1070        -1532.342    -1535.441        3.099   249.7
0.1080        -1532.358    -1535.387        3.029   244.1
0.1090        -1532.349    -1535.288        2.939   236.8
0.1100        -1532.381    -1535.181        2.800   225.6
0.1110        -1532.426    -1535.104        2.677   215.8
0.1120        -1532.404    -1535.066        2.662   214.5
0.1130        -1532.438    -1535.067        2.628   211.8
0.1140        -1532.492    -1535.090        2.598   209.4
0.1150        -1532.458    -1535.103        2.645   213.2
0.1160        -1532.416    -1535.091        2.675   215.5
0.1170        -1532.501    -1535.055        2.554   205.8
0.1180        -1532.483    -1535.024        2.541   204.7
0.1190        -1532.492    -1535.032        2.540   204.7
0.1200        -1532.477    -1535.094        2.617   210.9
0.1210        -1532.525    -1535.217        2.692   216.9
0.1220        -1532.555    -1535.370        2.816   226.9
0.1230        -1532.583    -1535.525        2.942   237.1
0.1240        -1532.637    -1535.632        2.995   241.4
0.1250        -1532.657    -1535.664        3.007   242.3
0.1260        -1532.685    -1535.617        2.932   236.3
0.1270        -1532.688    -1535.521        2.833   228.3
0.1280        -1532.783    -1535.439        2.656   214.0
0.1290        -1532.861    -1535.400        2.539   204.6
0.1300        -1532.905    -1535.424        2.519   203.0
0.1310        -1532.945    -1535.510        2.565   206.7
0.1320        -1532.992    -1535.633        2.641   212.8
0.1330        -1533.023    -1535.756        2.733   220.3
0.1340        -1533.013    -1535.836        2.824   227.6
0.1350        -1532.962    -1535.840        2.878   232.0
0.1360        -1532.947    -1535.764        2.817   227.0
0.1370        -1532.928    -1535.627        2.699   217.5
0.1380        -1532.844    -1535.468        2.624   211.4
0.1390        -1532.859    -1535.342        2.483   200.1
0.1400        -1532.858    -1535.267        2.410   194.2
0.1410        -1532.870    -1535.257        2.387   192.4
0.1420        -1532.844    -1535.294        2.450   197.4
0.1430        -1532.889    -1535.373        2.484   200.2
0.1440        -1532.856    -1535.476        2.621   211.2
0.1450        -1532.797    -1535.564        2.767   223.0
0.1460        -1532.794    -1535.618        2.824   227.6
0.1470        -1532.802    -1535.644        2.843   229.1
0.1480        -1532.845    -1535.647        2.803   225.9
0.1490        -1532.890    -1535.618        2.728   219.9
0.1500        -1532.882    -1535.582        2.700   217.5
0.1510        -1532.869    -1535.545        2.676   215.7
0.1520        -1532.794    -1535.500        2.705   218.0
0.1530        -1532.862    -1535.444        2.583   208.1
0.1540        -1532.872    -1535.428        2.557   206.0
0.1550        -1532.890    -1535.451        2.561   206.4
0.1560        -1532.939    -1535.511        2.571   207.2
0.1570        -1533.014    -1535.636        2.622   211.3
0.1580        -1533.080    -1535.806        2.727   219.7
0.1590        -1533.062    -1535.969        2.907   234.2
0.1600        -1533.118    -1536.090        2.972   239.5
0.1610        -1533.116    -1536.127        3.011   242.7
0.1620        -1533.099    -1536.065        2.966   239.0
0.1630        -1533.077    -1535.926        2.849   229.6
0.1640        -1533.076    -1535.759        2.683   216.2
