Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2850        -1523.226    -1530.341        7.115   573.4
0.2860        -1523.154    -1530.459        7.305   588.7
0.2870        -1523.326    -1530.592        7.267   585.6
0.2880        -1523.469    -1530.630        7.161   577.1
0.2890        -1523.437    -1530.534        7.096   571.9
0.2900        -1523.382    -1530.335        6.952   560.3
0.2910        -1523.338    -1530.129        6.791   547.2
0.2920        -1523.368    -1529.998        6.630   534.3
0.2930        -1523.400    -1529.909        6.509   524.5
0.2940        -1523.323    -1530.003        6.680   538.3
0.2950        -1523.322    -1530.270        6.948   559.9
0.2960        -1523.386    -1530.670        7.283   586.9
0.2970        -1523.365    -1531.130        7.765   625.8
0.2980        -1523.467    -1531.543        8.076   650.8
0.2990        -1523.323    -1531.814        8.491   684.3
0.3000        -1523.649    -1531.925        8.276   666.9
0.3010        -1523.725    -1531.942        8.217   662.2
0.3020        -1523.779    -1531.849        8.070   650.4
0.3030        -1523.727    -1531.699        7.972   642.4
0.3040        -1523.708    -1531.574        7.866   633.9
0.3050        -1523.922    -1531.424        7.502   604.6
0.3060        -1523.953    -1531.192        7.239   583.3
0.3070        -1523.690    -1530.846        7.156   576.7
0.3080        -1523.538    -1530.455        6.916   557.4
0.3090        -1523.237    -1530.103        6.866   553.3
0.3100        -1523.272    -1529.889        6.617   533.2
0.3110        -1523.091    -1529.807        6.715   541.2
0.3120        -1523.098    -1529.920        6.822   549.8
0.3130        -1523.221    -1530.236        7.015   565.3
0.3140        -1523.057    -1530.668        7.611   613.3
0.3150        -1523.018    -1531.051        8.034   647.4
0.3160        -1522.982    -1531.287        8.305   669.3
0.3170        -1522.977    -1531.273        8.296   668.5
0.3180        -1523.137    -1530.997        7.860   633.4
0.3190        -1523.246    -1530.588        7.342   591.6
0.3200        -1523.326    -1530.247        6.921   557.7
0.3210        -1523.286    -1530.112        6.825   550.0
0.3220        -1523.205    -1530.231        7.027   566.3
0.3230        -1523.093    -1530.513        7.420   597.9
0.3240        -1522.994    -1530.812        7.818   630.0
0.3250        -1522.941    -1531.034        8.093   652.2
0.3260        -1523.029    -1531.084        8.055   649.1
0.3270        -1523.164    -1530.954        7.790   627.8
0.3280        -1523.069    -1530.736        7.667   617.8
0.3290        -1523.167    -1530.524        7.357   592.9
0.3300        -1523.212    -1530.411        7.199   580.1
0.3310        -1523.060    -1530.411        7.351   592.4
0.3320        -1523.221    -1530.531        7.310   589.1
0.3330        -1523.258    -1530.722        7.464   601.5
0.3340        -1523.225    -1530.814        7.590   611.6
0.3350        -1523.256    -1530.789        7.533   607.1
0.3360        -1523.080    -1530.702        7.621   614.2
0.3370        -1523.173    -1530.599        7.426   598.4
0.3380        -1523.248    -1530.502        7.254   584.6
0.3390        -1523.258    -1530.489        7.232   582.8
0.3400        -1523.502    -1530.620        7.118   573.6
0.3410        -1523.524    -1530.949        7.425   598.4
0.3420        -1523.460    -1531.389        7.929   639.0
0.3430        -1523.432    -1531.815        8.383   675.5
0.3440        -1523.271    -1532.103        8.832   711.7
0.3450        -1523.367    -1532.202        8.835   712.0
0.3460        -1523.601    -1532.077        8.476   683.1
0.3470        -1523.654    -1531.793        8.139   655.9
0.3480        -1523.546    -1531.454        7.908   637.3
0.3490        -1523.527    -1531.100        7.573   610.2
0.3500        -1523.542    -1530.785        7.243   583.7
0.3510        -1523.681    -1530.606        6.925   558.1
0.3520        -1523.556    -1530.541        6.985   562.9
0.3530        -1523.497    -1530.581        7.083   570.8
0.3540        -1523.431    -1530.706        7.275   586.3
0.3550        -1523.446    -1530.859        7.413   597.4
0.3560        -1523.711    -1530.938        7.226   582.3
0.3570        -1523.594    -1530.961        7.367   593.7
0.3580        -1523.652    -1530.906        7.254   584.6
0.3590        -1523.839    -1530.791        6.952   560.2
0.3600        -1523.934    -1530.663        6.729   542.3
0.3610        -1523.983    -1530.596        6.612   532.9
0.3620        -1523.892    -1530.583        6.691   539.2
0.3630        -1523.833    -1530.627        6.794   547.5
0.3640        -1524.019    -1530.728        6.710   540.7
0.3650        -1524.017    -1530.871        6.854   552.3
0.3660        -1524.107    -1531.036        6.930   558.4
0.3670        -1524.222    -1531.222        6.999   564.1
0.3680        -1524.180    -1531.345        7.165   577.4
0.3690        -1524.109    -1531.387        7.278   586.5
0.3700        -1524.282    -1531.379        7.098   572.0
0.3710        -1524.340    -1531.331        6.991   563.4
0.3720        -1524.411    -1531.304        6.893   555.5
0.3730        -1524.303    -1531.290        6.987   563.1
0.3740        -1524.307    -1531.283        6.976   562.2
0.3750        -1524.302    -1531.297        6.996   563.8
0.3760        -1524.121    -1531.302        7.181   578.7
0.3770        -1524.091    -1531.315        7.224   582.2
0.3780        -1524.007    -1531.335        7.329   590.6
0.3790        -1523.961    -1531.344        7.383   595.0
0.3800        -1524.175    -1531.272        7.097   571.9
0.3810        -1524.090    -1531.129        7.040   567.3
0.3820        -1524.023    -1530.985        6.961   561.0
0.3830        -1524.016    -1530.869        6.853   552.3
0.3840        -1523.993    -1530.856        6.862   553.0
0.3850        -1524.013    -1530.972        6.959   560.8
0.3860        -1524.219    -1531.230        7.011   565.0
0.3870        -1524.207    -1531.550        7.344   591.8
0.3880        -1524.049    -1531.865        7.816   629.8
0.3890        -1523.968    -1532.081        8.113   653.8
0.3900        -1523.900    -1532.094        8.194   660.3
0.3910        -1523.777    -1531.883        8.106   653.3
0.3920        -1523.782    -1531.477        7.694   620.0
0.3930        -1523.734    -1530.995        7.261   585.1
0.3940        -1523.752    -1530.566        6.814   549.1
0.3950        -1523.665    -1530.319        6.654   536.3
0.3960        -1523.505    -1530.338        6.833   550.7
0.3970        -1523.601    -1530.588        6.987   563.1
0.3980        -1523.671    -1530.929        7.258   584.9
0.3990        -1523.758    -1531.220        7.462   601.3
0.4000        -1523.949    -1531.394        7.445   600.0
0.4010        -1524.057    -1531.357        7.300   588.3
0.4020        -1524.076    -1531.141        7.065   569.3
0.4030        -1524.124    -1530.814        6.691   539.2
0.4040        -1524.062    -1530.486        6.424   517.7
0.4050        -1524.063    -1530.240        6.176   497.7
0.4060        -1523.889    -1530.166        6.276   505.8
0.4070        -1523.855    -1530.310        6.455   520.2
0.4080        -1523.781    -1530.605        6.824   549.9
0.4090        -1524.065    -1530.945        6.881   554.5
0.4100        -1524.105    -1531.231        7.126   574.3
0.4110        -1524.143    -1531.384        7.241   583.5
0.4120        -1524.294    -1531.381        7.087   571.1
0.4130        -1524.357    -1531.246        6.889   555.2
0.4140        -1524.256    -1531.051        6.795   547.6
0.4150        -1524.234    -1530.832        6.598   531.7
0.4160        -1524.323    -1530.658        6.335   510.5
0.4170        -1524.230    -1530.586        6.355   512.2
0.4180        -1524.194    -1530.651        6.456   520.3
0.4190        -1524.087    -1530.856        6.769   545.5
0.4200        -1524.172    -1531.139        6.967   561.5
0.4210        -1524.507    -1531.367        6.860   552.8
0.4220        -1524.359    -1531.537        7.178   578.5
0.4230        -1524.289    -1531.585        7.296   588.0
0.4240        -1524.418    -1531.538        7.120   573.8
0.4250        -1524.533    -1531.387        6.855   552.4
0.4260        -1524.433    -1531.224        6.791   547.3
0.4270        -1524.301    -1531.091        6.790   547.2
0.4280        -1524.306    -1531.062        6.756   544.5
0.4290        -1524.271    -1531.157        6.886   554.9
0.4300        -1524.468    -1531.349        6.881   554.5
0.4310        -1524.450    -1531.572        7.122   573.9
0.4320        -1524.314    -1531.760        7.445   600.0
0.4330        -1524.408    -1531.860        7.452   600.5
0.4340        -1524.151    -1531.805        7.654   616.8
0.4350        -1524.148    -1531.601        7.453   600.6
0.4360        -1524.000    -1531.308        7.307   588.9
0.4370        -1524.034    -1530.981        6.947   559.8
0.4380        -1523.807    -1530.642        6.835   550.8
0.4390        -1523.761    -1530.302        6.541   527.1
0.4400        -1523.693    -1530.039        6.345   511.4
0.4410        -1523.851    -1529.895        6.044   487.1
0.4420        -1523.816    -1529.983        6.166   496.9
0.4430        -1523.919    -1530.291        6.372   513.5
0.4440        -1523.771    -1530.717        6.945   559.7
0.4450        -1523.661    -1531.133        7.472   602.1
0.4460        -1523.510    -1531.396        7.887   635.6
0.4470        -1523.367    -1531.469        8.102   652.9
0.4480        -1523.274    -1531.363        8.089   651.9
0.4490        -1523.265    -1531.094        7.828   630.9
0.4500        -1523.203    -1530.795        7.592   611.8
0.4510        -1523.178    -1530.521        7.343   591.7
0.4520        -1522.924    -1530.327        7.403   596.6
0.4530        -1522.932    -1530.270        7.338   591.4
0.4540        -1523.067    -1530.305        7.238   583.3
0.4550        -1522.947    -1530.422        7.475   602.4
0.4560        -1523.026    -1530.544        7.518   605.8
0.4570        -1523.132    -1530.618        7.485   603.2
0.4580        -1523.311    -1530.631        7.320   589.9
0.4590        -1523.284    -1530.583        7.298   588.2
0.4600        -1523.262    -1530.507        7.245   583.8
0.4610        -1523.284    -1530.435        7.151   576.3
0.4620        -1523.252    -1530.404        7.152   576.4
0.4630        -1523.234    -1530.444        7.210   581.0
0.4640        -1523.302    -1530.584        7.282   586.8
0.4650        -1523.336    -1530.814        7.478   602.6
0.4660        -1523.369    -1531.118        7.748   624.4
0.4670        -1523.613    -1531.386        7.773   626.4
0.4680        -1523.476    -1531.562        8.087   651.7
0.4690        -1523.455    -1531.640        8.184   659.6
0.4700        -1523.436    -1531.583        8.147   656.6
0.4710        -1523.474    -1531.423        7.949   640.6
0.4720        -1523.488    -1531.220        7.732   623.1
0.4730        -1523.385    -1530.980        7.595   612.1
0.4740        -1523.201    -1530.755        7.554   608.7
0.4750        -1523.125    -1530.515        7.390   595.5
0.4760        -1522.975    -1530.297        7.322   590.1
0.4770        -1522.859    -1530.200        7.341   591.6
0.4780        -1522.756    -1530.218        7.462   601.3
0.4790        -1522.642    -1530.335        7.693   620.0
0.4800        -1522.406    -1530.478        8.072   650.5
0.4810        -1522.378    -1530.556        8.178   659.1
0.4820        -1522.311    -1530.499        8.187   659.8
0.4830        -1522.249    -1530.278        8.029   647.0
0.4840        -1522.203    -1529.888        7.685   619.3
0.4850        -1522.043    -1529.492        7.449   600.3
0.4860        -1521.970    -1529.175        7.205   580.6
0.4870        -1522.033    -1529.005        6.972   561.9
0.4880        -1522.453    -1529.011        6.558   528.5
0.4890        -1522.537    -1529.212        6.675   537.9
0.4900        -1522.555    -1529.600        7.044   567.7
0.4910        -1522.559    -1530.161        7.602   612.6
0.4920        -1522.652    -1530.735        8.083   651.4
0.4930        -1522.601    -1531.228        8.627   695.2
0.4940        -1522.643    -1531.516        8.874   715.1
0.4950        -1522.530    -1531.585        9.055   729.7
0.4960        -1522.555    -1531.447        8.892   716.6
0.4970        -1522.622    -1531.162        8.539   688.2
0.4980        -1522.836    -1530.820        7.984   643.4
0.4990        -1522.846    -1530.499        7.654   616.8
0.5000        -1522.784    -1530.252        7.468   601.8
0.5010        -1522.767    -1530.116        7.349   592.2
0.5020        -1522.694    -1530.091        7.398   596.1
0.5030        -1522.571    -1530.114        7.542   607.8
0.5040        -1522.657    -1530.124        7.467   601.7
0.5050        -1522.556    -1530.061        7.505   604.8
0.5060        -1522.412    -1529.916        7.504   604.7
0.5070        -1522.513    -1529.722        7.209   580.9
0.5080        -1522.336    -1529.530        7.195   579.8
0.5090        -1522.174    -1529.344        7.171   577.9
0.5100        -1522.268    -1529.273        7.005   564.5
0.5110        -1522.196    -1529.407        7.210   581.1
0.5120        -1522.207    -1529.701        7.494   603.9
0.5130        -1522.123    -1530.086        7.963   641.7
0.5140        -1522.245    -1530.497        8.252   665.0
0.5150        -1522.128    -1530.799        8.671   698.8
0.5160        -1522.240    -1530.963        8.723   703.0
0.5170        -1522.196    -1530.937        8.741   704.4
0.5180        -1522.144    -1530.733        8.589   692.2
0.5190        -1522.011    -1530.415        8.404   677.3
0.5200        -1522.000    -1530.110        8.111   653.6
0.5210        -1521.924    -1529.893        7.968   642.1
0.5220        -1521.829    -1529.788        7.959   641.4
0.5230        -1521.778    -1529.768        7.990   643.9
0.5240        -1521.681    -1529.759        8.078   651.0
0.5250        -1521.476    -1529.749        8.273   666.7
0.5260        -1521.480    -1529.686        8.206   661.3
0.5270        -1521.575    -1529.605        8.030   647.1
0.5280        -1521.589    -1529.603        8.014   645.8
0.5290        -1521.492    -1529.733        8.242   664.2
0.5300        -1521.375    -1529.955        8.580   691.5
0.5310        -1521.253    -1530.151        8.898   717.1
0.5320        -1521.334    -1530.251        8.917   718.6
0.5330        -1521.159    -1530.184        9.025   727.3
0.5340        -1521.222    -1529.938        8.716   702.4
0.5350        -1521.161    -1529.634        8.473   682.8
0.5360        -1521.179    -1529.404        8.225   662.9
0.5370        -1521.258    -1529.279        8.022   646.4
0.5380        -1520.971    -1529.275        8.304   669.2
0.5390        -1521.173    -1529.386        8.213   661.9
0.5400        -1521.260    -1529.497        8.238   663.8
0.5410        -1521.117    -1529.555        8.439   680.0
0.5420        -1520.999    -1529.538        8.539   688.2
0.5430        -1521.040    -1529.550        8.510   685.8
0.5440        -1521.161    -1529.633        8.473   682.8
0.5450        -1521.163    -1529.771        8.607   693.6
0.5460        -1521.194    -1529.934        8.740   704.3
0.5470        -1521.119    -1530.070        8.952   721.4
0.5480        -1521.013    -1530.105        9.093   732.7
0.5490        -1521.144    -1530.001        8.857   713.8
0.5500        -1521.195    -1529.768        8.573   690.9
0.5510        -1521.337    -1529.527        8.191   660.1
0.5520        -1521.254    -1529.404        8.150   656.8
0.5530        -1521.403    -1529.424        8.021   646.4
0.5540        -1521.465    -1529.591        8.126   654.9
0.5550        -1521.621    -1529.886        8.265   666.0
0.5560        -1521.637    -1530.175        8.538   688.0
