# Length,R_Method1,R_Method2
# Params: T=300.0, E=0.3
5.000000000000000000e+00,3.747328690844498291e+11,3.772195512171156006e+11
6.000000000000000000e+00,5.599821128835766602e+11,5.676857655434528809e+11
7.000000000000000000e+00,8.204265552241350098e+11,8.475003588214715576e+11
8.000000000000000000e+00,1.217306825990394775e+12,1.274601323134819336e+12
9.000000000000000000e+00,1.791061000795498291e+12,1.905365649070144531e+12
1.000000000000000000e+01,2.621203344250755371e+12,2.814422089280767090e+12
1.100000000000000000e+01,3.835889753891649902e+12,4.149878709692443359e+12
1.200000000000000000e+01,5.444700241735063477e+12,6.455368750855335938e+12
1.300000000000000000e+01,8.502828486206185547e+12,9.301237276044914062e+12
1.400000000000000000e+01,1.214484839209832617e+13,1.372890121525121094e+13
1.500000000000000000e+01,1.810228723227040625e+13,1.980014517237694141e+13
1.600000000000000000e+01,2.617819013126715234e+13,2.983661572243898828e+13
1.700000000000000000e+01,3.879069049206826562e+13,4.353057861100064844e+13
1.800000000000000000e+01,5.750364305263593750e+13,6.685479405967452344e+13
1.900000000000000000e+01,8.317193719956842188e+13,9.699432678438470312e+13
2.000000000000000000e+01,1.215952484919242812e+14,1.464559392363374375e+14
2.100000000000000000e+01,1.725087723472108438e+14,2.173355051471143438e+14
2.200000000000000000e+01,2.566429391722803125e+14,3.142111235468730000e+14
2.300000000000000000e+01,3.748150663391506875e+14,4.917937032114883125e+14
2.400000000000000000e+01,5.678064691026260000e+14,6.942781987323362500e+14
2.500000000000000000e+01,7.776944665959533750e+14,1.070550695209370750e+15
2.600000000000000000e+01,1.044804428539580750e+15,1.717472069032635500e+15
2.700000000000000000e+01,1.655406170679026000e+15,2.476771403774786000e+15
2.800000000000000000e+01,2.483915248754476000e+15,3.402934596207856000e+15
2.900000000000000000e+01,3.409468763519509500e+15,5.182243051786767000e+15
3.000000000000000000e+01,5.124373705915744000e+15,7.082358711596397000e+15
3.100000000000000000e+01,7.887682907309507000e+15,9.222314494965974000e+15
3.200000000000000000e+01,1.159023717410276800e+16,1.100285003980315400e+16
3.300000000000000000e+01,nan,1.182041589594112000e+16
3.400000000000000000e+01,nan,1.261634057977936000e+16
3.500000000000000000e+01,nan,1.272163393725326200e+16
3.600000000000000000e+01,nan,1.273135573645926000e+16
3.700000000000000000e+01,nan,1.279268299797608600e+16
3.800000000000000000e+01,nan,1.288410219078473200e+16
3.900000000000000000e+01,nan,1.283969472284486000e+16
4.000000000000000000e+01,nan,1.283709788284150800e+16
4.100000000000000000e+01,nan,1.284683024395833000e+16
4.200000000000000000e+01,nan,1.290600000000000000e+16
4.300000000000000000e+01,nan,1.290600000000000000e+16
4.400000000000000000e+01,nan,1.290600000000000000e+16
4.500000000000000000e+01,nan,1.290600000000000000e+16
4.600000000000000000e+01,nan,1.290600000000000000e+16
4.700000000000000000e+01,nan,1.290600000000000000e+16
4.800000000000000000e+01,nan,1.290600000000000000e+16
5.000000000000000000e+01,nan,1.290600000000000000e+16
