# Length,R_Method1,R_Method2
# Params: T=300.0, E=1.0
5.000000000000000000e+00,6.508549857308305945e+03,6.508752472360007232e+03
6.000000000000000000e+00,6.550197817664294234e+03,6.550549197962371181e+03
7.000000000000000000e+00,6.574559760228737105e+03,6.575144422096990638e+03
8.000000000000000000e+00,6.563869148595864317e+03,6.564407508746883650e+03
9.000000000000000000e+00,6.566201072030597970e+03,6.566887446453113625e+03
1.000000000000000000e+01,6.613711765537303108e+03,6.614660048030487815e+03
1.100000000000000000e+01,6.617814253773050041e+03,6.618673471065176273e+03
1.200000000000000000e+01,6.614063955046045521e+03,6.615370577204304936e+03
1.300000000000000000e+01,6.650773926032205054e+03,6.652255546957140723e+03
1.400000000000000000e+01,6.734873105901184317e+03,6.737934322266984964e+03
1.500000000000000000e+01,6.781612216353119038e+03,6.786156112907784518e+03
1.600000000000000000e+01,6.722600270230942442e+03,6.726471662989876677e+03
1.700000000000000000e+01,6.758619999024213939e+03,6.763057444764375759e+03
1.800000000000000000e+01,6.727885388983052508e+03,6.731074602130836865e+03
1.900000000000000000e+01,6.738682369053435650e+03,6.741931126888697690e+03
2.000000000000000000e+01,6.867879880941087322e+03,6.875761443222085290e+03
2.100000000000000000e+01,6.893347503348968530e+03,6.902133100147622827e+03
2.200000000000000000e+01,6.845361335193822015e+03,6.852748485850606812e+03
2.300000000000000000e+01,6.943113654364680770e+03,6.952876479116789596e+03
2.400000000000000000e+01,6.979337242297719058e+03,6.987347484496750440e+03
2.500000000000000000e+01,6.890543992483964757e+03,6.899018928166807200e+03
2.600000000000000000e+01,6.908117955145149608e+03,6.917893873676342992e+03
2.700000000000000000e+01,7.058417441614116797e+03,7.072933850723785326e+03
2.800000000000000000e+01,6.983994553229061239e+03,6.996684237243860480e+03
2.900000000000000000e+01,7.111527192991688935e+03,7.131759947155905138e+03
3.000000000000000000e+01,7.124743962910962182e+03,7.140559014064110670e+03
3.100000000000000000e+01,6.929404400597787571e+03,6.935642313677873062e+03
3.200000000000000000e+01,7.160900027547349055e+03,7.179115936395615790e+03
3.300000000000000000e+01,7.142389157104402329e+03,7.159811536012582110e+03
3.400000000000000000e+01,6.967027739884311814e+03,6.976068050864323595e+03
3.500000000000000000e+01,7.031776285449162970e+03,7.044958883104245615e+03
3.600000000000000000e+01,7.158327739324122376e+03,7.183795628216033947e+03
3.700000000000000000e+01,7.229888575867897089e+03,7.250841871851309406e+03
3.800000000000000000e+01,7.188582764235095055e+03,7.212145469781309657e+03
3.900000000000000000e+01,7.139484613366974372e+03,7.156595580817514929e+03
4.000000000000000000e+01,7.286244760619392764e+03,7.307478640784586787e+03
4.100000000000000000e+01,7.363171088325816527e+03,7.395239636513213554e+03
4.200000000000000000e+01,7.160732855419029875e+03,7.183041620681441600e+03
4.300000000000000000e+01,7.327294676112799607e+03,7.358578002041134823e+03
4.400000000000000000e+01,7.425309089095019772e+03,7.456848855497376462e+03
4.500000000000000000e+01,7.577752763509620308e+03,7.637442464839748027e+03
4.600000000000000000e+01,7.248427941410674066e+03,7.274467155113316039e+03
4.700000000000000000e+01,7.388710175498651552e+03,7.429372689787507625e+03
4.800000000000000000e+01,7.394556412096976601e+03,7.423790024658467701e+03
5.000000000000000000e+01,7.646501049134009918e+03,7.712750888533340913e+03
