# Length,R_Method1,R_Method2
# Params: T=300.0, E=0.4
5.000000000000000000e+00,3.562012570768998718e+10,3.639923631107067871e+10
6.000000000000000000e+00,3.799488784215435791e+10,4.112777726466519165e+10
7.000000000000000000e+00,4.186788420647216797e+10,4.562870351904175568e+10
8.000000000000000000e+00,4.285138294557739258e+10,4.842203760400451660e+10
9.000000000000000000e+00,3.923912282072309875e+10,5.606786866766561127e+10
1.000000000000000000e+01,3.640637927250519562e+10,5.797382474440057373e+10
1.100000000000000000e+01,4.133988718234437561e+10,5.990389718534346008e+10
1.200000000000000000e+01,3.878561240033988190e+10,6.495669615841672516e+10
1.300000000000000000e+01,3.886019427084126949e+09,6.419245558724373627e+10
1.400000000000000000e+01,3.714992868906649017e+10,6.633733154081601715e+10
1.500000000000000000e+01,5.358650237138735056e+08,7.170734254560755920e+10
1.600000000000000000e+01,9.287836364986673594e+08,7.936951170724885559e+10
1.700000000000000000e+01,3.059003517572804093e+08,7.422041592455610657e+10
1.800000000000000000e+01,6.346564005306620598e+08,6.703558281960710907e+10
1.900000000000000000e+01,4.714813389621036053e+08,8.086093720018806458e+10
2.000000000000000000e+01,1.949853182581534386e+08,1.594707140802056274e+11
2.100000000000000000e+01,2.430597008519014716e+08,8.095184445762194824e+10
2.200000000000000000e+01,1.674358752913280427e+08,7.611799417885290527e+10
2.300000000000000000e+01,2.327910567080412209e+08,6.574639734680253601e+10
2.400000000000000000e+01,3.514742686757781506e+08,9.472828982090299988e+10
2.500000000000000000e+01,3.620650370495589375e+08,1.052726189031295013e+11
2.600000000000000000e+01,3.449506313411896229e+08,1.307899861230769043e+11
2.700000000000000000e+01,1.615866183929185271e+08,1.390989197212062683e+11
2.800000000000000000e+01,7.009661749923496246e+08,1.349093802473262329e+11
2.900000000000000000e+01,2.981876452409324646e+08,9.491632230428842163e+10
3.000000000000000000e+01,5.908386173454273939e+08,1.187302225506243286e+11
3.100000000000000000e+01,4.674257707656998038e+08,2.094058598419780579e+11
3.200000000000000000e+01,4.334733720452169180e+08,1.813379549913771667e+11
3.300000000000000000e+01,6.267392210770981312e+08,4.187473211613875122e+11
3.400000000000000000e+01,8.807873127802475691e+08,7.490347118407922363e+10
3.500000000000000000e+01,1.381781524453423500e+09,1.909956827245217590e+11
3.600000000000000000e+01,1.195849273383030176e+09,3.717066352573860474e+11
3.700000000000000000e+01,9.352050222115378380e+08,2.295516183229176025e+11
3.800000000000000000e+01,1.362642403450574636e+09,1.040352637243710022e+11
3.900000000000000000e+01,1.625199501909182072e+09,5.182922428746368408e+11
4.000000000000000000e+01,1.479356735207447767e+09,4.006317467956989136e+11
4.100000000000000000e+01,1.257165155381215811e+09,2.986612118548840332e+11
4.200000000000000000e+01,1.875450494795781374e+09,5.715494114282268066e+11
4.300000000000000000e+01,1.742983781845556736e+09,1.109750683061258545e+12
4.400000000000000000e+01,1.357141556893786430e+09,3.641036274472473755e+11
4.500000000000000000e+01,2.711081513075272083e+09,4.049385120904590454e+11
4.600000000000000000e+01,1.052068294214614749e+09,7.098041332415140381e+11
4.700000000000000000e+01,2.288189091236521244e+09,5.277601128401850586e+12
4.800000000000000000e+01,1.204102986865981102e+09,4.869701387863713379e+11
5.000000000000000000e+01,1.590883229931824684e+09,2.627612604156115234e+12
