# Length,R_Method1,R_Method2
# Params: T=300.0, E=5.0
5.000000000000000000e+00,4.477881720661131112e+03,4.487977654814280868e+03
6.000000000000000000e+00,4.838954613996589615e+03,4.901333761075678922e+03
7.000000000000000000e+00,4.778552987297566688e+03,4.802408717896525559e+03
8.000000000000000000e+00,4.965502901097024733e+03,4.971822763917785778e+03
9.000000000000000000e+00,5.280306102159131115e+03,5.307303794613251739e+03
1.000000000000000000e+01,5.737338779098163286e+03,5.810659564808968753e+03
1.100000000000000000e+01,5.963984703915335558e+03,6.025712720879541848e+03
1.200000000000000000e+01,6.263590140944065752e+03,6.318151494453429223e+03
1.300000000000000000e+01,6.483381361403903611e+03,6.536175285010562220e+03
1.400000000000000000e+01,7.165039956158361747e+03,7.272987578212750122e+03
1.500000000000000000e+01,7.526739192906683456e+03,7.650121090598359842e+03
1.600000000000000000e+01,7.567149570071825110e+03,7.656872643495957163e+03
1.700000000000000000e+01,7.999838512262480435e+03,8.120149011219907152e+03
1.800000000000000000e+01,8.148636059107851906e+03,8.268782896264345254e+03
1.900000000000000000e+01,8.792582305146046565e+03,9.018461270718222295e+03
2.000000000000000000e+01,8.887831114844733747e+03,9.040218069406770155e+03
2.100000000000000000e+01,9.110202207815056681e+03,9.303451752592303819e+03
2.200000000000000000e+01,9.278432986726726085e+03,9.517314920981751129e+03
2.300000000000000000e+01,9.577942520594471716e+03,9.819182868380912623e+03
2.400000000000000000e+01,1.001614290208254351e+04,1.028977484069469392e+04
2.500000000000000000e+01,9.630689557006235191e+03,9.932922826198782786e+03
2.600000000000000000e+01,1.018031148693253999e+04,1.049708438695639597e+04
2.700000000000000000e+01,1.035175369142768977e+04,1.071527661202266790e+04
2.800000000000000000e+01,1.064101662114649480e+04,1.107879858600463740e+04
2.900000000000000000e+01,1.054455494427923622e+04,1.092932190694959536e+04
3.000000000000000000e+01,1.036191651674852255e+04,1.077308435675773217e+04
3.100000000000000000e+01,1.044658618776426192e+04,1.088560559963408559e+04
3.200000000000000000e+01,1.059803168808729606e+04,1.102388513505495939e+04
3.300000000000000000e+01,1.108474645355524262e+04,1.178375472195240400e+04
3.400000000000000000e+01,1.090306437200995242e+04,1.135468153301382517e+04
3.500000000000000000e+01,1.125245518570797503e+04,1.182667743633708778e+04
3.600000000000000000e+01,1.102612577699507165e+04,1.172585590546632920e+04
3.700000000000000000e+01,1.104433522679468842e+04,1.192573565314312873e+04
3.800000000000000000e+01,1.110199070722157194e+04,1.177810884214241923e+04
3.900000000000000000e+01,1.116407004021333523e+04,1.192593554539216530e+04
4.000000000000000000e+01,1.107214716362891340e+04,1.171210752532483093e+04
4.100000000000000000e+01,1.153938749499570440e+04,1.271669997535014227e+04
4.200000000000000000e+01,1.100417648832940176e+04,1.220807251609718696e+04
4.300000000000000000e+01,1.129611164755376012e+04,1.246863845745564140e+04
4.400000000000000000e+01,1.233419486396291904e+04,1.355477124709415148e+04
4.500000000000000000e+01,1.126542324370077586e+04,1.244196706919180360e+04
4.600000000000000000e+01,1.203512121732004562e+04,1.321839542750990768e+04
4.700000000000000000e+01,1.130732516188521913e+04,1.246696004970025751e+04
4.800000000000000000e+01,1.172970021361054933e+04,1.274100990066394115e+04
5.000000000000000000e+01,1.226519235256048523e+04,1.389279258915872924e+04
