Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0430        -1535.390    -1537.775        2.385   192.2
0.0440        -1535.431    -1537.607        2.175   175.3
0.0450        -1535.469    -1537.409        1.939   156.3
0.0460        -1535.504    -1537.240        1.736   139.9
0.0470        -1535.538    -1537.127        1.589   128.1
0.0480        -1535.571    -1537.060        1.488   119.9
0.0490        -1535.602    -1537.002        1.400   112.8
0.0500        -1535.630    -1536.922        1.292   104.1
0.0510        -1535.654    -1536.805        1.150    92.7
0.0520        -1535.674    -1536.664        0.991    79.8
0.0530        -1535.690    -1536.534        0.844    68.0
0.0540        -1535.705    -1536.452        0.747    60.2
0.0550        -1535.719    -1536.443        0.725    58.4
0.0560        -1535.735    -1536.516        0.781    62.9
0.0570        -1535.754    -1536.652        0.898    72.4
0.0580        -1535.776    -1536.819        1.043    84.0
0.0590        -1535.800    -1536.977        1.177    94.8
0.0600        -1535.826    -1537.095        1.269   102.3
0.0610        -1535.852    -1537.156        1.305   105.2
0.0620        -1535.876    -1537.167        1.290   104.0
0.0630        -1535.900    -1537.146        1.246   100.4
0.0640        -1535.924    -1537.121        1.197    96.4
0.0650        -1535.947    -1537.109        1.162    93.6
0.0660        -1535.970    -1537.118        1.147    92.5
0.0670        -1535.994    -1537.141        1.147    92.4
0.0680        -1536.017    -1537.170        1.153    92.9
0.0690        -1536.041    -1537.200        1.159    93.4
0.0700        -1536.063    -1537.235        1.172    94.4
0.0710        -1536.086    -1537.287        1.201    96.8
0.0720        -1536.110    -1537.368        1.258   101.4
0.0730        -1536.137    -1537.482        1.345   108.4
0.0740        -1536.167    -1537.618        1.451   116.9
0.0750        -1536.199    -1537.748        1.549   124.8
0.0760        -1536.233    -1537.838        1.605   129.4
0.0770        -1536.266    -1537.854        1.587   127.9
0.0780        -1536.297    -1537.773        1.476   118.9
0.0790        -1536.323    -1537.598        1.275   102.7
0.0800        -1536.343    -1537.358        1.015    81.8
0.0810        -1536.357    -1537.103        0.745    60.1
0.0820        -1536.367    -1536.889        0.522    42.1
0.0830        -1536.375    -1536.760        0.385    31.0
0.0840        -1536.383    -1536.733        0.349    28.2
0.0850        -1536.393    -1536.792        0.399    32.1
0.0860        -1536.405    -1536.903        0.498    40.1
0.0870        -1536.418    -1537.027        0.609    49.1
0.0880        -1536.432    -1537.137        0.706    56.9
0.0890        -1536.446    -1537.228        0.782    63.0
0.0900        -1536.461    -1537.307        0.846    68.2
0.0910        -1536.478    -1537.391        0.913    73.6
0.0920        -1536.497    -1537.490        0.993    80.0
0.0930        -1536.519    -1537.602        1.083    87.2
0.0940        -1536.544    -1537.710        1.167    94.0
0.0950        -1536.569    -1537.791        1.222    98.5
0.0960        -1536.595    -1537.823        1.228    99.0
0.0970        -1536.618    -1537.796        1.177    94.9
0.0980        -1536.640    -1537.718        1.078    86.9
0.0990        -1536.658    -1537.614        0.956    77.1
0.1000        -1536.674    -1537.518        0.844    68.0
0.1010        -1536.690    -1537.458        0.768    61.9
0.1020        -1536.705    -1537.448        0.743    59.9
0.1030        -1536.721    -1537.483        0.762    61.4
0.1040        -1536.738    -1537.547        0.808    65.1
0.1050        -1536.757    -1537.614        0.857    69.1
0.1060        -1536.775    -1537.664        0.889    71.6
0.1070        -1536.793    -1537.684        0.891    71.8
0.1080        -1536.810    -1537.674        0.864    69.6
0.1090        -1536.826    -1537.642        0.815    65.7
0.1100        -1536.841    -1537.598        0.757    61.0
0.1110        -1536.855    -1537.555        0.700    56.4
0.1120        -1536.869    -1537.517        0.648    52.2
0.1130        -1536.882    -1537.482        0.599    48.3
0.1140        -1536.894    -1537.444        0.550    44.3
0.1150        -1536.904    -1537.400        0.495    39.9
0.1160        -1536.913    -1537.353        0.441    35.5
0.1170        -1536.920    -1537.318        0.398    32.1
0.1180        -1536.927    -1537.314        0.387    31.2
0.1190        -1536.934    -1537.357        0.423    34.1
0.1200        -1536.944    -1537.454        0.509    41.0
0.1210        -1536.957    -1537.591        0.633    51.0
0.1220        -1536.973    -1537.741        0.767    61.8
0.1230        -1536.991    -1537.871        0.879    70.9
0.1240        -1537.010    -1537.954        0.944    76.1
0.1250        -1537.029    -1537.982        0.953    76.8
0.1260        -1537.046    -1537.961        0.915    73.7
0.1270        -1537.062    -1537.913        0.851    68.6
0.1280        -1537.077    -1537.864        0.787    63.4
0.1290        -1537.092    -1537.832        0.740    59.7
0.1300        -1537.107    -1537.825        0.718    57.8
0.1310        -1537.123    -1537.835        0.712    57.4
0.1320        -1537.138    -1537.845        0.707    57.0
0.1330        -1537.153    -1537.840        0.687    55.3
0.1340        -1537.166    -1537.806        0.639    51.5
0.1350        -1537.178    -1537.745        0.567    45.7
0.1360        -1537.187    -1537.670        0.482    38.9
0.1370        -1537.195    -1537.601        0.406    32.7
0.1380        -1537.202    -1537.557        0.355    28.6
0.1390        -1537.209    -1537.549        0.340    27.4
0.1400        -1537.217    -1537.575        0.359    28.9
0.1410        -1537.225    -1537.625        0.400    32.2
0.1420        -1537.235    -1537.683        0.449    36.2
0.1430        -1537.245    -1537.735        0.491    39.6
0.1440        -1537.255    -1537.774        0.519    41.9
0.1450        -1537.265    -1537.799        0.533    43.0
0.1460        -1537.276    -1537.813        0.538    43.3
0.1470        -1537.286    -1537.822        0.536    43.2
0.1480        -1537.297    -1537.830        0.533    43.0
0.1490        -1537.308    -1537.836        0.528    42.6
0.1500        -1537.319    -1537.838        0.519    41.8
0.1510        -1537.329    -1537.833        0.504    40.6
0.1520        -1537.339    -1537.822        0.483    38.9
0.1530        -1537.347    -1537.812        0.464    37.4
0.1540        -1537.356    -1537.812        0.456    36.8
0.1550        -1537.365    -1537.834        0.469    37.8
0.1560        -1537.375    -1537.880        0.505    40.7
0.1570        -1537.387    -1537.945        0.558    45.0
0.1580        -1537.400    -1538.013        0.614    49.5
0.1590        -1537.413    -1538.067        0.654    52.7
0.1600        -1537.426    -1538.090        0.664    53.5
0.1610        -1537.439    -1538.077        0.638    51.4
0.1620        -1537.451    -1538.034        0.583    47.0
0.1630        -1537.461    -1537.973        0.512    41.3
0.1640        -1537.469    -1537.912        0.442    35.7
0.1650        -1537.477    -1537.863        0.385    31.1
0.1660        -1537.485    -1537.832        0.347    27.9
0.1670        -1537.492    -1537.816        0.324    26.1
0.1680        -1537.499    -1537.807        0.308    24.8
0.1690        -1537.506    -1537.797        0.292    23.5
0.1710        -1537.516    -1537.760        0.244    19.7
0.1720        -1537.520    -1537.745        0.225    18.1
0.1730        -1537.523    -1537.746        0.223    18.0
0.1740        -1537.528    -1537.775        0.248    20.0
0.1750        -1537.534    -1537.834        0.300    24.2
0.1760        -1537.541    -1537.915        0.373    30.1
0.1770        -1537.551    -1538.001        0.450    36.3
0.1780        -1537.562    -1538.075        0.513    41.4
0.1790        -1537.573    -1538.118        0.546    44.0
0.1800        -1537.584    -1538.125        0.541    43.6
0.1810        -1537.594    -1538.098        0.505    40.7
0.1820        -1537.602    -1538.051        0.449    36.2
0.1830        -1537.609    -1538.002        0.392    31.6
0.1840        -1537.616    -1537.965        0.349    28.1
0.1850        -1537.623    -1537.951        0.328    26.5
0.1860        -1537.630    -1537.960        0.330    26.6
0.1870        -1537.638    -1537.983        0.346    27.9
0.1880        -1537.645    -1538.011        0.366    29.5
0.1890        -1537.653    -1538.034        0.380    30.7
0.1900        -1537.661    -1538.046        0.386    31.1
0.1910        -1537.668    -1538.051        0.383    30.8
0.1920        -1537.676    -1538.051        0.376    30.3
0.1930        -1537.683    -1538.051        0.368    29.7
0.1940        -1537.691    -1538.052        0.361    29.1
0.1950        -1537.698    -1538.049        0.350    28.2
0.1960        -1537.705    -1538.037        0.332    26.7
0.1970        -1537.712    -1538.013        0.302    24.3
0.1980        -1537.717    -1537.979        0.262    21.1
0.1990        -1537.721    -1537.941        0.220    17.7
0.2000        -1537.724    -1537.907        0.183    14.7
0.2010        -1537.727    -1537.888        0.161    12.9
0.2020        -1537.731    -1537.889        0.159    12.8
0.2030        -1537.734    -1537.911        0.177    14.3
0.2040        -1537.739    -1537.949        0.210    16.9
0.2050        -1537.744    -1537.992        0.248    20.0
0.2060        -1537.750    -1538.033        0.284    22.8
0.2070        -1537.756    -1538.064        0.309    24.9
0.2080        -1537.762    -1538.084        0.322    26.0
0.2090        -1537.768    -1538.096        0.328    26.4
0.2100        -1537.774    -1538.106        0.332    26.7
0.2110        -1537.781    -1538.119        0.338    27.2
0.2120        -1537.788    -1538.136        0.348    28.1
0.2130        -1537.795    -1538.155        0.360    29.0
0.2140        -1537.803    -1538.170        0.367    29.5
0.2150        -1537.811    -1538.173        0.362    29.2
0.2160        -1537.818    -1538.161        0.343    27.6
0.2170        -1537.824    -1538.135        0.311    25.1
0.2180        -1537.830    -1538.103        0.273    22.0
0.2190        -1537.834    -1538.071        0.237    19.1
0.2200        -1537.838    -1538.049        0.211    17.0
0.2210        -1537.843    -1538.040        0.198    15.9
0.2220        -1537.847    -1538.045        0.198    15.9
0.2230        -1537.851    -1538.057        0.206    16.6
0.2240        -1537.856    -1538.071        0.215    17.4
0.2250        -1537.861    -1538.082        0.221    17.8
0.2260        -1537.865    -1538.085        0.221    17.8
0.2270        -1537.869    -1538.083        0.214    17.2
0.2280        -1537.873    -1538.078        0.205    16.5
0.2290        -1537.877    -1538.075        0.198    16.0
0.2300        -1537.881    -1538.076        0.195    15.7
0.2310        -1537.885    -1538.081        0.196    15.8
0.2320        -1537.889    -1538.088        0.198    16.0
0.2330        -1537.893    -1538.093        0.199    16.1
0.2340        -1537.897    -1538.095        0.197    15.9
0.2350        -1537.901    -1538.093        0.192    15.5
0.2360        -1537.905    -1538.091        0.187    15.1
0.2370        -1537.908    -1538.093        0.185    14.9
0.2380        -1537.912    -1538.101        0.190    15.3
0.2390        -1537.916    -1538.118        0.202    16.3
0.2400        -1537.920    -1538.140        0.220    17.7
0.2410        -1537.925    -1538.166        0.240    19.4
0.2420        -1537.931    -1538.189        0.258    20.8
0.2430        -1537.936    -1538.204        0.269    21.6
0.2440        -1537.941    -1538.211        0.270    21.7
0.2450        -1537.947    -1538.209        0.263    21.2
0.2460        -1537.951    -1538.203        0.251    20.2
0.2470        -1537.956    -1538.194        0.238    19.2
0.2480        -1537.961    -1538.187        0.227    18.3
0.2490        -1537.965    -1538.182        0.216    17.4
0.2500        -1537.970    -1538.176        0.205    16.6
0.2510        -1537.974    -1538.165        0.191    15.4
0.2520        -1537.978    -1538.147        0.169    13.6
0.2530        -1537.981    -1538.123        0.142    11.5
0.2540        -1537.983    -1538.096        0.113     9.1
0.2550        -1537.984    -1538.072        0.088     7.1
0.2560        -1537.985    -1538.061        0.075     6.1
0.2570        -1537.987    -1538.065        0.078     6.3
0.2580        -1537.989    -1538.086        0.097     7.8
0.2590        -1537.992    -1538.119        0.127    10.3
0.2600        -1537.995    -1538.157        0.161    13.0
0.2610        -1537.999    -1538.190        0.191    15.4
0.2620        -1538.003    -1538.212        0.208    16.8
0.2630        -1538.007    -1538.219        0.212    17.1
0.2640        -1538.011    -1538.214        0.203    16.4
0.2650        -1538.015    -1538.201        0.186    15.0
0.2660        -1538.018    -1538.186        0.168    13.6
0.2670        -1538.021    -1538.175        0.154    12.4
0.2680        -1538.024    -1538.170        0.146    11.7
0.2690        -1538.027    -1538.171        0.144    11.6
0.2700        -1538.030    -1538.177        0.146    11.8
0.2710        -1538.034    -1538.185        0.152    12.2
0.2720        -1538.037    -1538.195        0.158    12.7
0.2730        -1538.040    -1538.204        0.164    13.2
0.2740        -1538.043    -1538.214        0.170    13.7
0.2750        -1538.047    -1538.223        0.176    14.2
0.2760        -1538.050    -1538.231        0.181    14.6
0.2770        -1538.054    -1538.237        0.183    14.8
0.2780        -1538.058    -1538.240        0.182    14.7
0.2790        -1538.062    -1538.236        0.175    14.1
0.2800        -1538.065    -1538.226        0.161    13.0
0.2810        -1538.068    -1538.211        0.143    11.5
0.2820        -1538.070    -1538.192        0.122     9.8
0.2830        -1538.072    -1538.174        0.102     8.2
0.2840        -1538.074    -1538.161        0.086     7.0
0.2850        -1538.076    -1538.153        0.078     6.2
0.2860        -1538.077    -1538.153        0.076     6.1
0.2870        -1538.079    -1538.158        0.079     6.3
0.2880        -1538.081    -1538.166        0.085     6.8
0.2890        -1538.083    -1538.174        0.091     7.3
0.2900        -1538.085    -1538.181        0.096     7.8
0.2910        -1538.086    -1538.188        0.102     8.2
0.2920        -1538.088    -1538.196        0.108     8.7
0.2930        -1538.091    -1538.207        0.116     9.4
0.2940        -1538.093    -1538.221        0.127    10.3
0.2950        -1538.096    -1538.236        0.140    11.3
0.2960        -1538.099    -1538.251        0.152    12.2
0.2970        -1538.103    -1538.262        0.159    12.8
0.2980        -1538.106    -1538.266        0.160    12.9
0.2990        -1538.109    -1538.263        0.154    12.4
0.3000        -1538.112    -1538.254        0.143    11.5
0.3010        -1538.114    -1538.243        0.129    10.4
0.3020        -1538.117    -1538.233        0.116     9.4
0.3030        -1538.119    -1538.227        0.108     8.7
0.3040        -1538.121    -1538.227        0.106     8.5
0.3050        -1538.123    -1538.231        0.107     8.7
0.3060        -1538.126    -1538.237        0.111     9.0
0.3070        -1538.128    -1538.243        0.115     9.2
0.3080        -1538.130    -1538.245        0.115     9.3
0.3090        -1538.133    -1538.244        0.112     9.0
0.3100        -1538.135    -1538.240        0.105     8.5
0.3110        -1538.137    -1538.234        0.097     7.8
0.3120        -1538.139    -1538.227        0.089     7.1
0.3130        -1538.140    -1538.222        0.082     6.6
0.3140        -1538.142    -1538.218        0.076     6.2
0.3150        -1538.143    -1538.216        0.073     5.9
0.3160        -1538.145    -1538.215        0.070     5.6
0.3170        -1538.146    -1538.213        0.067     5.4
0.3180        -1538.147    -1538.213        0.065     5.3
0.3190        -1538.149    -1538.214        0.065     5.2
0.3200        -1538.150    -1538.217        0.067     5.4
0.3210        -1538.151    -1538.224        0.073     5.9
0.3220        -1538.153    -1538.234        0.081     6.5
0.3230        -1538.155    -1538.246        0.091     7.3
0.3240        -1538.157    -1538.256        0.100     8.0
0.3250        -1538.159    -1538.265        0.106     8.5
0.3260        -1538.161    -1538.270        0.108     8.7
0.3270        -1538.163    -1538.271        0.108     8.7
0.3280        -1538.165    -1538.271        0.106     8.5
0.3290        -1538.167    -1538.272        0.104     8.4
0.3300        -1538.170    -1538.274        0.104     8.4
0.3310        -1538.172    -1538.279        0.107     8.6
0.3320        -1538.174    -1538.284        0.109     8.8
0.3330        -1538.177    -1538.287        0.111     8.9
0.3340        -1538.179    -1538.287        0.108     8.7
0.3350        -1538.181    -1538.281        0.100     8.0
0.3360        -1538.183    -1538.270        0.087     7.0
0.3370        -1538.184    -1538.256        0.072     5.8
0.3380        -1538.185    -1538.242        0.057     4.6
0.3390        -1538.186    -1538.232        0.046     3.7
0.3400        -1538.187    -1538.228        0.041     3.3
0.3410        -1538.188    -1538.230        0.042     3.4
0.3420        -1538.189    -1538.236        0.047     3.8
0.3430        -1538.190    -1538.245        0.055     4.4
0.3440        -1538.191    -1538.253        0.061     5.0
0.3450        -1538.193    -1538.258        0.065     5.3
0.3460        -1538.194    -1538.260        0.066     5.3
0.3470        -1538.195    -1538.260        0.064     5.2
0.3480        -1538.196    -1538.258        0.062     5.0
0.3490        -1538.197    -1538.258        0.060     4.9
0.3500        -1538.199    -1538.259        0.061     4.9
0.3510        -1538.200    -1538.263        0.063     5.0
0.3520        -1538.201    -1538.267        0.066     5.3
0.3530        -1538.203    -1538.272        0.069     5.6
0.3540        -1538.204    -1538.275        0.071     5.7
0.3550        -1538.206    -1538.278        0.072     5.8
0.3560        -1538.207    -1538.280        0.073     5.9
0.3570        -1538.209    -1538.283        0.074     6.0
0.3580        -1538.210    -1538.286        0.076     6.1
0.3590        -1538.212    -1538.291        0.079     6.4
0.3600        -1538.213    -1538.296        0.082     6.6
0.3610        -1538.215    -1538.300        0.085     6.8
0.3620        -1538.217    -1538.302        0.085     6.8
0.3630        -1538.218    -1538.301        0.082     6.6
0.3640        -1538.220    -1538.297        0.076     6.2
0.3650        -1538.221    -1538.290        0.069     5.5
0.3660        -1538.223    -1538.283        0.060     4.8
0.3670        -1538.224    -1538.275        0.051     4.1
0.3680        -1538.225    -1538.268        0.044     3.5
0.3690        -1538.225    -1538.263        0.037     3.0
0.3700        -1538.226    -1538.259        0.033     2.6
0.3710        -1538.227    -1538.256        0.029     2.4
0.3720        -1538.227    -1538.255        0.028     2.2
0.3730        -1538.228    -1538.255        0.027     2.2
0.3740        -1538.228    -1538.258        0.029     2.4
0.3750        -1538.229    -1538.263        0.033     2.7
0.3760        -1538.230    -1538.270        0.040     3.2
0.3770        -1538.231    -1538.278        0.048     3.8
0.3780        -1538.232    -1538.287        0.055     4.5
0.3790        -1538.233    -1538.295        0.061     5.0
0.3800        -1538.234    -1538.299        0.065     5.2
0.3810        -1538.236    -1538.301        0.065     5.2
0.3820        -1538.237    -1538.299        0.062     5.0
0.3830        -1538.238    -1538.296        0.058     4.7
0.3840        -1538.239    -1538.294        0.055     4.4
0.3850        -1538.240    -1538.293        0.052     4.2
0.3860        -1538.241    -1538.293        0.052     4.2
0.3870        -1538.242    -1538.296        0.054     4.4
0.3880        -1538.243    -1538.300        0.056     4.6
0.3890        -1538.245    -1538.303        0.058     4.7
0.3900        -1538.246    -1538.305        0.059     4.7
0.3910        -1538.247    -1538.304        0.057     4.6
0.3920        -1538.248    -1538.302        0.054     4.3
0.3930        -1538.249    -1538.299        0.050     4.0
0.3940        -1538.250    -1538.295        0.045     3.7
0.3950        -1538.251    -1538.293        0.042     3.4
0.3960        -1538.252    -1538.291        0.039     3.1
0.3970        -1538.252    -1538.289        0.037     2.9
0.3980        -1538.253    -1538.287        0.034     2.8
0.3990        -1538.254    -1538.285        0.032     2.5
0.4000        -1538.255    -1538.283        0.029     2.3
0.4010        -1538.255    -1538.281        0.026     2.1
0.4020        -1538.256    -1538.279        0.024     1.9
0.4030        -1538.256    -1538.279        0.023     1.9
0.4040        -1538.256    -1538.281        0.025     2.0
0.4050        -1538.257    -1538.285        0.028     2.2
0.4060        -1538.258    -1538.289        0.031     2.5
0.4070        -1538.258    -1538.293        0.035     2.8
0.4080        -1538.259    -1538.297        0.038     3.1
0.4090        -1538.260    -1538.300        0.040     3.2
0.4100        -1538.261    -1538.303        0.042     3.4
0.4110        -1538.261    -1538.305        0.044     3.5
0.4120        -1538.262    -1538.308        0.045     3.7
0.4130        -1538.263    -1538.311        0.048     3.9
0.4140        -1538.264    -1538.315        0.051     4.1
0.4150        -1538.265    -1538.318        0.053     4.3
0.4160        -1538.267    -1538.320        0.053     4.3
0.4170        -1538.268    -1538.320        0.052     4.2
0.4180        -1538.269    -1538.317        0.048     3.9
0.4190        -1538.269    -1538.312        0.043     3.5
0.4200        -1538.270    -1538.307        0.037     3.0
0.4210        -1538.271    -1538.302        0.031     2.5
0.4220        -1538.271    -1538.298        0.026     2.1
0.4230        -1538.272    -1538.296        0.024     1.9
0.4240        -1538.272    -1538.295        0.023     1.9
0.4250        -1538.273    -1538.296        0.023     1.9
0.4260        -1538.273    -1538.297        0.024     1.9
0.4270        -1538.274    -1538.298        0.024     1.9
0.4280        -1538.274    -1538.298        0.024     1.9
0.4290        -1538.275    -1538.297        0.023     1.8
0.4300        -1538.275    -1538.297        0.022     1.8
0.4310        -1538.275    -1538.298        0.022     1.8
0.4320        -1538.276    -1538.299        0.023     1.9
0.4330        -1538.276    -1538.301        0.025     2.0
0.4340        -1538.277    -1538.304        0.027     2.2
0.4350        -1538.278    -1538.307        0.029     2.3
0.4360        -1538.278    -1538.308        0.030     2.4
0.4370        -1538.279    -1538.310        0.031     2.5
0.4380        -1538.279    -1538.310        0.031     2.5
0.4390        -1538.280    -1538.310        0.030     2.5
0.4400        -1538.281    -1538.311        0.030     2.4
0.4410        -1538.281    -1538.312        0.031     2.5
0.4420        -1538.282    -1538.313        0.032     2.5
0.4430        -1538.282    -1538.315        0.033     2.7
0.4440        -1538.283    -1538.317        0.034     2.8
0.4450        -1538.284    -1538.319        0.035     2.9
0.4460        -1538.284    -1538.320        0.036     2.9
0.4470        -1538.285    -1538.321        0.036     2.9
0.4480        -1538.286    -1538.321        0.035     2.8
0.4490        -1538.286    -1538.320        0.033     2.7
0.4500        -1538.287    -1538.318        0.031     2.5
0.4510        -1538.288    -1538.315        0.028     2.2
0.4520        -1538.288    -1538.312        0.024     1.9
0.4530        -1538.289    -1538.308        0.019     1.6
0.4540        -1538.289    -1538.304        0.015     1.2
0.4550        -1538.289    -1538.300        0.011     0.9
0.4560        -1538.289    -1538.298        0.009     0.7
0.4570        -1538.289    -1538.297        0.008     0.6
0.4580        -1538.290    -1538.299        0.009     0.8
0.4590        -1538.290    -1538.302        0.013     1.0
0.4600        -1538.290    -1538.307        0.017     1.4
0.4610        -1538.291    -1538.312        0.022     1.7
0.4620        -1538.291    -1538.317        0.025     2.1
0.4630        -1538.292    -1538.319        0.028     2.2
0.4640        -1538.292    -1538.321        0.028     2.3
0.4650        -1538.293    -1538.320        0.028     2.2
0.4660        -1538.293    -1538.319        0.026     2.1
0.4670        -1538.294    -1538.318        0.024     2.0
0.4680        -1538.294    -1538.317        0.023     1.9
0.4690        -1538.295    -1538.318        0.023     1.9
0.4700        -1538.295    -1538.319        0.023     1.9
0.4710        -1538.296    -1538.320        0.024     1.9
0.4720        -1538.296    -1538.321        0.024     2.0
0.4730        -1538.297    -1538.321        0.024     2.0
0.4740        -1538.297    -1538.321        0.024     1.9
0.4750        -1538.298    -1538.320        0.023     1.8
0.4760        -1538.298    -1538.320        0.022     1.8
0.4770        -1538.298    -1538.319        0.021     1.7
0.4780        -1538.299    -1538.320        0.021     1.7
0.4790        -1538.299    -1538.320        0.021     1.7
0.4800        -1538.300    -1538.320        0.020     1.6
0.4810        -1538.300    -1538.320        0.020     1.6
0.4820        -1538.301    -1538.319        0.018     1.5
0.4830        -1538.301    -1538.317        0.016     1.3
0.4840        -1538.301    -1538.315        0.014     1.1
0.4850        -1538.301    -1538.313        0.012     0.9
0.4860        -1538.302    -1538.311        0.010     0.8
0.4870        -1538.302    -1538.311        0.009     0.7
0.4880        -1538.302    -1538.311        0.009     0.7
0.4890        -1538.302    -1538.312        0.010     0.8
0.4900        -1538.302    -1538.313        0.011     0.9
0.4910        -1538.303    -1538.315        0.013     1.0
0.4920        -1538.303    -1538.317        0.014     1.2
0.4930        -1538.303    -1538.319        0.016     1.3
0.4940        -1538.304    -1538.322        0.018     1.5
0.4950        -1538.304    -1538.324        0.020     1.6
0.4960        -1538.304    -1538.326        0.022     1.7
0.4970        -1538.305    -1538.328        0.023     1.9
0.4980        -1538.305    -1538.329        0.024     1.9
0.4990        -1538.306    -1538.329        0.023     1.9
0.5000        -1538.306    -1538.329        0.022     1.8
0.5010        -1538.307    -1538.327        0.021     1.7
0.5020        -1538.307    -1538.325        0.018     1.5
0.5030        -1538.307    -1538.324        0.016     1.3
0.5040        -1538.308    -1538.322        0.015     1.2
0.5050        -1538.308    -1538.322        0.014     1.1
0.5060        -1538.308    -1538.321        0.013     1.1
0.5070        -1538.308    -1538.321        0.013     1.0
0.5080        -1538.309    -1538.321        0.013     1.0
0.5090        -1538.309    -1538.321        0.012     1.0
0.5100        -1538.309    -1538.321        0.011     0.9
0.5110        -1538.309    -1538.320        0.011     0.8
0.5120        -1538.310    -1538.319        0.010     0.8
0.5130        -1538.310    -1538.319        0.009     0.8
0.5140        -1538.310    -1538.320        0.010     0.8
0.5150        -1538.310    -1538.320        0.010     0.8
0.5160        -1538.310    -1538.322        0.011     0.9
0.5170        -1538.311    -1538.323        0.012     1.0
0.5180        -1538.311    -1538.323        0.012     1.0
0.5190        -1538.311    -1538.324        0.013     1.0
0.5200        -1538.311    -1538.324        0.012     1.0
0.5210        -1538.312    -1538.323        0.012     0.9
0.5220        -1538.312    -1538.323        0.011     0.9
0.5230        -1538.312    -1538.323        0.011     0.9
0.5240        -1538.312    -1538.324        0.011     0.9
0.5250        -1538.313    -1538.325        0.012     1.0
0.5260        -1538.313    -1538.326        0.013     1.0
0.5270        -1538.313    -1538.327        0.014     1.1
0.5280        -1538.313    -1538.329        0.015     1.2
0.5290        -1538.314    -1538.330        0.016     1.3
0.5300        -1538.314    -1538.330        0.016     1.3
0.5310        -1538.314    -1538.331        0.017     1.3
0.5320        -1538.315    -1538.331        0.016     1.3
0.5330        -1538.315    -1538.331        0.016     1.3
0.5340        -1538.315    -1538.330        0.014     1.2
0.5350        -1538.316    -1538.328        0.013     1.0
0.5360        -1538.316    -1538.326        0.011     0.9
0.5370        -1538.316    -1538.324        0.008     0.7
0.5380        -1538.316    -1538.322        0.006     0.5
0.5390        -1538.316    -1538.321        0.005     0.4
0.5400        -1538.316    -1538.320        0.004     0.3
0.5410        -1538.316    -1538.320        0.004     0.3
0.5420        -1538.316    -1538.321        0.005     0.4
0.5430        -1538.317    -1538.323        0.006     0.5
0.5440        -1538.317    -1538.324        0.008     0.6
0.5450        -1538.317    -1538.326        0.009     0.7
0.5460        -1538.317    -1538.327        0.010     0.8
0.5470        -1538.317    -1538.328        0.010     0.8
0.5480        -1538.317    -1538.328        0.010     0.8
0.5490        -1538.318    -1538.328        0.010     0.8
0.5500        -1538.318    -1538.328        0.010     0.8
0.5510        -1538.318    -1538.329        0.011     0.9
0.5520        -1538.318    -1538.329        0.011     0.9
0.5530        -1538.319    -1538.330        0.011     0.9
0.5540        -1538.319    -1538.330        0.011     0.9
0.5550        -1538.319    -1538.330        0.011     0.9
0.5560        -1538.319    -1538.329        0.010     0.8
0.5570        -1538.319    -1538.329        0.009     0.8
