Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0730        -1535.288    -1537.004        1.715   138.2
0.0740        -1535.298    -1537.134        1.835   147.9
0.0750        -1535.304    -1537.252        1.948   157.0
0.0760        -1535.347    -1537.321        1.974   159.1
0.0770        -1535.381    -1537.313        1.932   155.7
0.0780        -1535.416    -1537.221        1.805   145.5
0.0790        -1535.421    -1537.056        1.635   131.7
0.0800        -1535.465    -1536.849        1.384   111.5
0.0810        -1535.489    -1536.635        1.146    92.4
0.0820        -1535.494    -1536.456        0.962    77.5
0.0830        -1535.486    -1536.338        0.852    68.6
0.0840        -1535.492    -1536.304        0.812    65.4
0.0850        -1535.496    -1536.354        0.858    69.2
0.0860        -1535.491    -1536.464        0.973    78.4
0.0870        -1535.503    -1536.603        1.101    88.7
0.0880        -1535.518    -1536.741        1.224    98.6
0.0890        -1535.550    -1536.863        1.313   105.8
0.0900        -1535.535    -1536.959        1.424   114.8
0.0910        -1535.552    -1537.028        1.476   118.9
0.0920        -1535.564    -1537.082        1.518   122.3
0.0930        -1535.591    -1537.130        1.540   124.1
0.0940        -1535.603    -1537.175        1.572   126.7
0.0950        -1535.620    -1537.213        1.593   128.4
0.0960        -1535.646    -1537.234        1.589   128.0
0.0970        -1535.685    -1537.230        1.545   124.5
0.0980        -1535.670    -1537.199        1.528   123.2
0.0990        -1535.662    -1537.145        1.483   119.5
0.1000        -1535.643    -1537.080        1.437   115.8
0.1010        -1535.666    -1537.013        1.347   108.6
0.1020        -1535.678    -1536.968        1.289   103.9
0.1030        -1535.685    -1536.952        1.267   102.1
0.1040        -1535.686    -1536.972        1.287   103.7
0.1050        -1535.714    -1537.013        1.300   104.7
0.1060        -1535.740    -1537.067        1.327   107.0
0.1070        -1535.740    -1537.124        1.384   111.5
0.1080        -1535.765    -1537.169        1.404   113.2
0.1090        -1535.757    -1537.196        1.438   115.9
0.1100        -1535.781    -1537.194        1.413   113.9
0.1110        -1535.832    -1537.165        1.333   107.4
0.1120        -1535.852    -1537.112        1.260   101.5
0.1130        -1535.851    -1537.043        1.192    96.1
0.1140        -1535.874    -1536.966        1.093    88.1
0.1150        -1535.884    -1536.891        1.007    81.1
0.1160        -1535.883    -1536.831        0.949    76.4
0.1170        -1535.869    -1536.801        0.933    75.2
0.1180        -1535.872    -1536.811        0.939    75.7
0.1190        -1535.875    -1536.870        0.995    80.2
0.1200        -1535.903    -1536.971        1.068    86.1
0.1210        -1535.913    -1537.100        1.187    95.7
0.1220        -1535.914    -1537.239        1.325   106.8
0.1230        -1535.932    -1537.362        1.430   115.3
0.1240        -1535.937    -1537.448        1.511   121.7
0.1250        -1535.977    -1537.481        1.504   121.2
0.1260        -1535.984    -1537.461        1.477   119.1
0.1270        -1536.004    -1537.403        1.399   112.8
0.1280        -1536.001    -1537.333        1.332   107.3
0.1290        -1536.006    -1537.273        1.267   102.1
0.1300        -1536.002    -1537.235        1.233    99.3
0.1310        -1536.031    -1537.221        1.190    95.9
0.1320        -1536.021    -1537.218        1.197    96.5
0.1330        -1536.037    -1537.216        1.180    95.1
0.1340        -1536.052    -1537.197        1.145    92.3
0.1350        -1536.053    -1537.160        1.107    89.2
0.1360        -1536.060    -1537.108        1.047    84.4
0.1370        -1536.073    -1537.052        0.979    78.9
0.1380        -1536.064    -1537.010        0.946    76.3
0.1390        -1536.065    -1536.990        0.925    74.5
0.1400        -1536.062    -1536.998        0.936    75.4
0.1410        -1536.069    -1537.027        0.958    77.2
0.1420        -1536.082    -1537.063        0.981    79.0
0.1430        -1536.102    -1537.105        1.003    80.8
0.1440        -1536.099    -1537.145        1.046    84.3
0.1450        -1536.094    -1537.180        1.086    87.5
0.1460        -1536.118    -1537.208        1.090    87.9
0.1470        -1536.135    -1537.223        1.087    87.6
0.1480        -1536.131    -1537.228        1.097    88.4
0.1490        -1536.142    -1537.228        1.085    87.5
0.1500        -1536.144    -1537.216        1.071    86.3
0.1510        -1536.169    -1537.207        1.038    83.7
0.1520        -1536.186    -1537.210        1.024    82.5
0.1530        -1536.197    -1537.227        1.030    83.0
0.1540        -1536.220    -1537.262        1.041    83.9
0.1550        -1536.244    -1537.312        1.068    86.1
0.1560        -1536.252    -1537.371        1.119    90.2
0.1570        -1536.260    -1537.435        1.175    94.7
0.1580        -1536.282    -1537.488        1.206    97.2
0.1590        -1536.311    -1537.519        1.207    97.3
0.1600        -1536.316    -1537.519        1.203    97.0
0.1610        -1536.315    -1537.492        1.178    94.9
0.1620        -1536.349    -1537.446        1.097    88.4
0.1630        -1536.346    -1537.398        1.051    84.7
0.1640        -1536.359    -1537.353        0.994    80.1
0.1650        -1536.364    -1537.319        0.955    77.0
0.1660        -1536.375    -1537.297        0.922    74.3
0.1670        -1536.371    -1537.279        0.908    73.2
0.1680        -1536.383    -1537.258        0.875    70.5
0.1690        -1536.372    -1537.235        0.863    69.5
0.1700        -1536.370    -1537.210        0.840    67.7
0.1710        -1536.408    -1537.189        0.781    63.0
0.1720        -1536.416    -1537.180        0.764    61.5
0.1730        -1536.414    -1537.192        0.777    62.7
0.1740        -1536.418    -1537.231        0.814    65.6
0.1750        -1536.428    -1537.290        0.862    69.4
0.1760        -1536.445    -1537.360        0.915    73.7
0.1770        -1536.449    -1537.432        0.983    79.2
0.1780        -1536.448    -1537.500        1.053    84.8
0.1790        -1536.461    -1537.555        1.094    88.2
0.1800        -1536.467    -1537.590        1.122    90.4
0.1810        -1536.466    -1537.610        1.144    92.2
0.1820        -1536.498    -1537.606        1.108    89.3
0.1830        -1536.517    -1537.578        1.061    85.5
0.1840        -1536.527    -1537.533        1.006    81.1
0.1850        -1536.553    -1537.483        0.930    75.0
0.1860        -1536.564    -1537.440        0.876    70.6
0.1870        -1536.565    -1537.411        0.846    68.2
0.1880        -1536.555    -1537.398        0.843    67.9
0.1890        -1536.559    -1537.402        0.843    67.9
0.1900        -1536.560    -1537.421        0.861    69.4
0.1910        -1536.586    -1537.452        0.866    69.8
0.1920        -1536.578    -1537.483        0.905    72.9
0.1930        -1536.594    -1537.502        0.909    73.2
0.1940        -1536.588    -1537.504        0.917    73.9
0.1950        -1536.579    -1537.487        0.908    73.1
0.1960        -1536.581    -1537.452        0.871    70.2
0.1970        -1536.584    -1537.406        0.821    66.2
0.1980        -1536.614    -1537.364        0.750    60.5
0.1990        -1536.616    -1537.334        0.718    57.8
0.2000        -1536.606    -1537.326        0.720    58.0
0.2010        -1536.588    -1537.343        0.755    60.9
0.2020        -1536.593    -1537.379        0.786    63.3
0.2030        -1536.610    -1537.424        0.814    65.6
0.2040        -1536.619    -1537.470        0.851    68.6
0.2050        -1536.615    -1537.510        0.895    72.1
0.2060        -1536.625    -1537.536        0.910    73.3
0.2070        -1536.651    -1537.549        0.899    72.4
0.2080        -1536.651    -1537.559        0.908    73.2
0.2090        -1536.659    -1537.569        0.910    73.4
0.2100        -1536.692    -1537.585        0.893    72.0
0.2110        -1536.707    -1537.609        0.902    72.7
0.2120        -1536.718    -1537.634        0.916    73.8
0.2130        -1536.726    -1537.657        0.931    75.0
0.2140        -1536.708    -1537.670        0.962    77.6
0.2150        -1536.734    -1537.671        0.937    75.5
0.2160        -1536.755    -1537.651        0.895    72.1
0.2170        -1536.765    -1537.615        0.849    68.5
0.2180        -1536.765    -1537.565        0.800    64.5
0.2190        -1536.780    -1537.515        0.735    59.2
0.2200        -1536.797    -1537.471        0.674    54.3
0.2210        -1536.800    -1537.439        0.639    51.5
0.2220        -1536.801    -1537.424        0.623    50.2
0.2230        -1536.800    -1537.426        0.626    50.5
0.2240        -1536.808    -1537.449        0.640    51.6
0.2250        -1536.812    -1537.485        0.674    54.3
0.2260        -1536.809    -1537.530        0.721    58.1
0.2270        -1536.815    -1537.571        0.756    60.9
0.2280        -1536.813    -1537.598        0.784    63.2
0.2290        -1536.807    -1537.605        0.798    64.3
0.2300        -1536.814    -1537.590        0.776    62.5
0.2310        -1536.828    -1537.560        0.732    59.0
0.2320        -1536.842    -1537.524        0.682    54.9
0.2330        -1536.836    -1537.493        0.657    52.9
0.2340        -1536.813    -1537.479        0.666    53.7
0.2350        -1536.802    -1537.486        0.684    55.1
0.2360        -1536.789    -1537.513        0.724    58.4
0.2370        -1536.796    -1537.552        0.755    60.9
0.2380        -1536.795    -1537.595        0.800    64.5
0.2390        -1536.805    -1537.633        0.828    66.7
0.2400        -1536.813    -1537.658        0.845    68.1
0.2410        -1536.824    -1537.665        0.840    67.7
0.2420        -1536.831    -1537.653        0.822    66.2
0.2430        -1536.828    -1537.627        0.799    64.4
0.2440        -1536.827    -1537.598        0.771    62.1
0.2450        -1536.815    -1537.573        0.758    61.1
0.2460        -1536.820    -1537.556        0.736    59.3
0.2470        -1536.835    -1537.551        0.716    57.7
0.2480        -1536.830    -1537.559        0.729    58.8
0.2490        -1536.846    -1537.572        0.726    58.5
0.2500        -1536.834    -1537.584        0.750    60.4
0.2510        -1536.840    -1537.586        0.746    60.1
0.2520        -1536.843    -1537.575        0.732    59.0
0.2530        -1536.849    -1537.556        0.707    57.0
0.2540        -1536.845    -1537.540        0.695    56.0
0.2550        -1536.854    -1537.535        0.681    54.9
0.2560        -1536.848    -1537.542        0.694    55.9
0.2570        -1536.849    -1537.560        0.711    57.3
0.2580        -1536.833    -1537.583        0.750    60.4
0.2590        -1536.820    -1537.604        0.784    63.1
0.2600        -1536.824    -1537.613        0.789    63.6
0.2610        -1536.827    -1537.610        0.783    63.1
0.2620        -1536.829    -1537.594        0.765    61.7
0.2630        -1536.824    -1537.575        0.752    60.6
0.2640        -1536.827    -1537.558        0.731    58.9
0.2650        -1536.823    -1537.551        0.728    58.7
0.2660        -1536.825    -1537.555        0.729    58.8
0.2670        -1536.845    -1537.565        0.720    58.0
0.2680        -1536.845    -1537.580        0.735    59.3
0.2690        -1536.843    -1537.602        0.758    61.1
0.2700        -1536.820    -1537.625        0.805    64.9
0.2710        -1536.825    -1537.643        0.818    65.9
0.2720        -1536.838    -1537.649        0.812    65.4
0.2730        -1536.838    -1537.646        0.808    65.1
0.2740        -1536.835    -1537.631        0.796    64.2
0.2750        -1536.836    -1537.606        0.770    62.1
0.2760        -1536.848    -1537.579        0.732    59.0
0.2770        -1536.845    -1537.560        0.715    57.6
0.2780        -1536.851    -1537.548        0.697    56.2
0.2790        -1536.855    -1537.541        0.686    55.3
0.2800        -1536.871    -1537.542        0.671    54.1
0.2810        -1536.872    -1537.549        0.677    54.5
0.2820        -1536.877    -1537.562        0.685    55.2
0.2830        -1536.879    -1537.575        0.696    56.1
0.2840        -1536.870    -1537.588        0.718    57.9
0.2850        -1536.870    -1537.595        0.725    58.4
0.2860        -1536.863    -1537.595        0.733    59.0
0.2870        -1536.873    -1537.588        0.715    57.6
0.2880        -1536.868    -1537.575        0.707    57.0
0.2890        -1536.872    -1537.568        0.696    56.1
0.2900        -1536.859    -1537.571        0.711    57.3
0.2910        -1536.874    -1537.580        0.706    56.9
0.2920        -1536.845    -1537.588        0.742    59.8
0.2930        -1536.830    -1537.597        0.767    61.8
0.2940        -1536.827    -1537.605        0.779    62.8
0.2950        -1536.810    -1537.609        0.799    64.4
0.2960        -1536.801    -1537.610        0.808    65.1
0.2970        -1536.817    -1537.606        0.789    63.6
0.2980        -1536.815    -1537.598        0.784    63.2
0.2990        -1536.814    -1537.593        0.778    62.7
0.3000        -1536.825    -1537.587        0.762    61.4
0.3010        -1536.832    -1537.581        0.749    60.4
0.3020        -1536.815    -1537.574        0.760    61.2
0.3030        -1536.811    -1537.569        0.759    61.2
0.3040        -1536.817    -1537.570        0.752    60.6
0.3050        -1536.820    -1537.580        0.759    61.2
0.3060        -1536.828    -1537.596        0.767    61.8
0.3070        -1536.821    -1537.614        0.793    63.9
0.3080        -1536.833    -1537.633        0.800    64.5
0.3090        -1536.859    -1537.647        0.789    63.5
0.3100        -1536.863    -1537.652        0.789    63.6
0.3110        -1536.879    -1537.648        0.769    62.0
0.3120        -1536.887    -1537.631        0.744    59.9
0.3130        -1536.890    -1537.605        0.715    57.6
0.3140        -1536.879    -1537.572        0.693    55.9
0.3150        -1536.872    -1537.536        0.664    53.5
0.3160        -1536.872    -1537.510        0.638    51.4
0.3170        -1536.875    -1537.496        0.621    50.1
0.3180        -1536.884    -1537.506        0.622    50.1
0.3190        -1536.886    -1537.535        0.649    52.3
0.3200        -1536.901    -1537.575        0.674    54.3
0.3210        -1536.921    -1537.613        0.692    55.7
0.3220        -1536.908    -1537.641        0.733    59.1
0.3230        -1536.917    -1537.653        0.736    59.3
0.3240        -1536.924    -1537.649        0.725    58.4
0.3250        -1536.943    -1537.637        0.694    56.0
0.3260        -1536.932    -1537.630        0.699    56.3
0.3270        -1536.937    -1537.631        0.694    55.9
0.3280        -1536.937    -1537.642        0.705    56.8
0.3290        -1536.947    -1537.662        0.715    57.6
0.3300        -1536.953    -1537.683        0.730    58.8
0.3310        -1536.952    -1537.700        0.747    60.2
0.3320        -1536.967    -1537.707        0.739    59.6
0.3330        -1536.963    -1537.700        0.737    59.4
0.3340        -1536.961    -1537.684        0.723    58.3
0.3350        -1536.981    -1537.663        0.682    55.0
0.3360        -1536.973    -1537.646        0.673    54.2
0.3370        -1536.964    -1537.643        0.679    54.7
0.3380        -1536.960    -1537.651        0.691    55.7
0.3390        -1536.969    -1537.661        0.692    55.8
0.3400        -1536.960    -1537.673        0.713    57.5
0.3410        -1536.967    -1537.683        0.716    57.7
0.3420        -1536.987    -1537.687        0.701    56.5
0.3430        -1536.990    -1537.689        0.699    56.3
0.3440        -1536.991    -1537.684        0.693    55.8
0.3450        -1536.996    -1537.674        0.678    54.6
0.3460        -1537.011    -1537.659        0.648    52.2
0.3470        -1537.024    -1537.638        0.614    49.5
0.3480        -1537.023    -1537.616        0.594    47.9
0.3490        -1537.015    -1537.597        0.581    46.8
0.3500        -1537.017    -1537.582        0.565    45.5
0.3510        -1537.021    -1537.583        0.562    45.3
0.3520        -1537.014    -1537.596        0.583    46.9
0.3530        -1537.027    -1537.619        0.592    47.7
0.3540        -1537.009    -1537.651        0.642    51.7
0.3550        -1537.016    -1537.689        0.673    54.2
0.3560        -1537.010    -1537.725        0.715    57.6
0.3570        -1537.010    -1537.750        0.740    59.6
0.3580        -1537.007    -1537.763        0.756    60.9
0.3590        -1537.006    -1537.754        0.748    60.3
0.3600        -1536.991    -1537.729        0.738    59.4
0.3610        -1536.972    -1537.695        0.722    58.2
0.3620        -1536.976    -1537.657        0.681    54.9
0.3630        -1536.986    -1537.625        0.639    51.5
0.3640        -1536.983    -1537.604        0.621    50.0
0.3650        -1536.974    -1537.600        0.626    50.5
0.3660        -1536.971    -1537.604        0.633    51.0
0.3670        -1536.963    -1537.608        0.645    52.0
0.3680        -1536.975    -1537.610        0.635    51.2
0.3690        -1536.967    -1537.611        0.644    51.9
0.3700        -1536.960    -1537.610        0.650    52.4
0.3710        -1536.955    -1537.607        0.651    52.5
0.3720        -1536.960    -1537.606        0.646    52.1
0.3730        -1536.950    -1537.615        0.665    53.6
0.3740        -1536.953    -1537.633        0.681    54.8
0.3750        -1536.936    -1537.659        0.723    58.3
0.3760        -1536.945    -1537.683        0.738    59.5
0.3770        -1536.962    -1537.703        0.741    59.7
0.3780        -1536.945    -1537.717        0.771    62.2
0.3790        -1536.928    -1537.717        0.789    63.6
0.3800        -1536.924    -1537.705        0.780    62.9
0.3810        -1536.935    -1537.678        0.743    59.9
0.3820        -1536.940    -1537.643        0.704    56.7
0.3830        -1536.964    -1537.609        0.645    52.0
0.3840        -1536.966    -1537.585        0.619    49.9
0.3850        -1536.961    -1537.574        0.613    49.4
0.3860        -1536.975    -1537.578        0.602    48.5
0.3870        -1536.967    -1537.591        0.625    50.4
0.3880        -1536.953    -1537.611        0.658    53.0
0.3890        -1536.932    -1537.628        0.696    56.1
0.3900        -1536.945    -1537.638        0.693    55.9
0.3910        -1536.956    -1537.642        0.686    55.3
0.3920        -1536.950    -1537.643        0.693    55.8
0.3930        -1536.941    -1537.646        0.705    56.8
0.3940        -1536.950    -1537.652        0.702    56.5
0.3950        -1536.975    -1537.660        0.685    55.2
0.3960        -1536.958    -1537.670        0.712    57.4
0.3970        -1536.963    -1537.678        0.715    57.6
0.3980        -1536.960    -1537.677        0.717    57.8
0.3990        -1536.954    -1537.665        0.711    57.3
0.4000        -1536.967    -1537.647        0.680    54.8
0.4010        -1536.966    -1537.627        0.660    53.2
0.4020        -1536.971    -1537.615        0.643    51.8
0.4030        -1536.977    -1537.614        0.638    51.4
0.4040        -1536.970    -1537.628        0.658    53.1
0.4050        -1536.974    -1537.650        0.676    54.5
0.4060        -1536.974    -1537.675        0.701    56.5
0.4070        -1536.987    -1537.696        0.710    57.2
0.4080        -1536.983    -1537.710        0.727    58.6
0.4090        -1536.975    -1537.719        0.744    59.9
0.4100        -1536.984    -1537.719        0.734    59.2
0.4110        -1536.990    -1537.710        0.720    58.0
0.4120        -1537.000    -1537.697        0.698    56.2
0.4130        -1537.013    -1537.682        0.669    53.9
0.4140        -1537.018    -1537.664        0.646    52.1
0.4150        -1537.013    -1537.650        0.637    51.3
0.4160        -1537.012    -1537.641        0.629    50.7
0.4170        -1536.999    -1537.639        0.639    51.5
0.4180        -1537.022    -1537.638        0.616    49.6
0.4190        -1537.004    -1537.639        0.635    51.1
0.4200        -1536.990    -1537.639        0.649    52.3
0.4210        -1536.985    -1537.641        0.656    52.9
0.4220        -1536.981    -1537.640        0.659    53.1
0.4230        -1536.975    -1537.641        0.666    53.7
0.4240        -1536.967    -1537.643        0.676    54.4
0.4250        -1537.000    -1537.645        0.644    51.9
0.4260        -1536.986    -1537.652        0.666    53.7
0.4270        -1536.966    -1537.665        0.698    56.3
0.4280        -1536.966    -1537.675        0.709    57.1
0.4290        -1536.986    -1537.683        0.697    56.2
0.4300        -1536.998    -1537.688        0.689    55.6
0.4310        -1536.993    -1537.689        0.696    56.1
0.4320        -1536.983    -1537.684        0.701    56.5
0.4330        -1536.981    -1537.674        0.693    55.8
0.4340        -1536.977    -1537.659        0.681    54.9
0.4350        -1536.971    -1537.641        0.670    54.0
0.4360        -1536.970    -1537.625        0.655    52.8
0.4370        -1536.974    -1537.615        0.640    51.6
0.4380        -1536.975    -1537.613        0.638    51.4
0.4390        -1536.985    -1537.619        0.634    51.1
0.4400        -1536.984    -1537.630        0.647    52.1
0.4410        -1536.986    -1537.641        0.655    52.8
0.4420        -1536.999    -1537.649        0.650    52.4
0.4430        -1537.004    -1537.653        0.648    52.2
0.4440        -1537.012    -1537.653        0.641    51.7
0.4450        -1537.006    -1537.655        0.650    52.3
0.4460        -1537.006    -1537.658        0.652    52.5
0.4470        -1537.010    -1537.662        0.652    52.5
0.4480        -1536.998    -1537.669        0.671    54.1
0.4490        -1537.003    -1537.673        0.670    54.0
0.4500        -1536.984    -1537.675        0.691    55.6
0.4510        -1536.988    -1537.671        0.683    55.1
0.4520        -1536.997    -1537.658        0.661    53.2
0.4530        -1536.979    -1537.638        0.659    53.1
0.4540        -1536.987    -1537.614        0.628    50.6
0.4550        -1536.982    -1537.596        0.614    49.5
0.4560        -1536.974    -1537.587        0.613    49.4
0.4570        -1536.966    -1537.590        0.624    50.3
0.4580        -1536.976    -1537.600        0.624    50.3
0.4590        -1536.991    -1537.617        0.627    50.5
0.4600        -1536.992    -1537.637        0.645    52.0
0.4610        -1536.986    -1537.655        0.669    53.9
0.4620        -1536.989    -1537.669        0.679    54.7
0.4630        -1536.981    -1537.677        0.696    56.1
0.4640        -1536.981    -1537.680        0.699    56.3
0.4650        -1536.989    -1537.673        0.684    55.2
0.4660        -1537.007    -1537.663        0.656    52.9
0.4670        -1537.029    -1537.657        0.628    50.6
0.4680        -1537.025    -1537.659        0.634    51.1
0.4690        -1537.030    -1537.662        0.632    50.9
0.4700        -1537.039    -1537.665        0.625    50.4
0.4710        -1537.038    -1537.667        0.629    50.7
0.4720        -1537.036    -1537.667        0.631    50.9
0.4730        -1537.036    -1537.666        0.630    50.8
0.4740        -1537.035    -1537.667        0.632    50.9
0.4750        -1537.038    -1537.671        0.633    51.0
0.4760        -1537.027    -1537.679        0.652    52.5
0.4770        -1537.020    -1537.695        0.676    54.4
0.4780        -1537.024    -1537.718        0.694    56.0
0.4790        -1537.025    -1537.743        0.718    57.8
0.4800        -1537.031    -1537.762        0.731    58.9
0.4810        -1537.046    -1537.772        0.725    58.5
0.4820        -1537.056    -1537.771        0.715    57.6
0.4830        -1537.041    -1537.757        0.716    57.7
0.4840        -1537.061    -1537.726        0.665    53.6
0.4850        -1537.061    -1537.686        0.625    50.3
0.4860        -1537.046    -1537.647        0.600    48.4
0.4870        -1537.048    -1537.620        0.571    46.0
0.4880        -1537.033    -1537.613        0.580    46.7
0.4890        -1537.033    -1537.622        0.589    47.5
0.4900        -1537.036    -1537.642        0.606    48.8
0.4910        -1537.040    -1537.664        0.624    50.3
0.4920        -1537.048    -1537.678        0.630    50.8
0.4930        -1537.052    -1537.679        0.627    50.5
0.4940        -1537.037    -1537.670        0.634    51.1
0.4950        -1537.031    -1537.657        0.626    50.4
0.4960        -1537.023    -1537.646        0.623    50.2
0.4970        -1537.026    -1537.647        0.621    50.0
0.4980        -1537.029    -1537.657        0.628    50.6
0.4990        -1537.044    -1537.676        0.632    50.9
0.5000        -1537.037    -1537.700        0.663    53.4
0.5010        -1537.036    -1537.723        0.687    55.3
0.5020        -1537.022    -1537.734        0.712    57.3
0.5030        -1537.010    -1537.729        0.719    57.9
0.5040        -1537.003    -1537.706        0.703    56.7
0.5050        -1536.996    -1537.674        0.678    54.6
0.5060        -1536.995    -1537.639        0.643    51.9
0.5070        -1536.990    -1537.607        0.617    49.7
0.5080        -1536.987    -1537.588        0.601    48.4
0.5090        -1536.977    -1537.582        0.604    48.7
0.5100        -1536.983    -1537.582        0.599    48.3
0.5110        -1536.989    -1537.588        0.599    48.3
0.5120        -1536.982    -1537.599        0.617    49.7
0.5130        -1536.983    -1537.612        0.629    50.7
0.5140        -1537.000    -1537.622        0.622    50.1
0.5150        -1537.011    -1537.636        0.625    50.4
0.5160        -1537.019    -1537.655        0.635    51.2
0.5170        -1537.017    -1537.673        0.655    52.8
0.5180        -1537.003    -1537.687        0.684    55.1
0.5190        -1537.000    -1537.694        0.695    56.0
0.5200        -1536.997    -1537.693        0.696    56.1
0.5210        -1537.011    -1537.682        0.671    54.1
0.5220        -1536.994    -1537.668        0.673    54.3
0.5230        -1536.987    -1537.654        0.667    53.8
0.5240        -1536.981    -1537.641        0.661    53.2
0.5250        -1536.980    -1537.635        0.655    52.8
0.5260        -1536.980    -1537.632        0.652    52.6
0.5270        -1536.978    -1537.637        0.659    53.1
0.5280        -1536.991    -1537.646        0.654    52.7
0.5290        -1536.995    -1537.654        0.660    53.2
0.5300        -1537.001    -1537.661        0.660    53.2
0.5310        -1536.989    -1537.667        0.679    54.7
0.5320        -1536.965    -1537.675        0.710    57.2
0.5330        -1536.964    -1537.682        0.718    57.8
0.5340        -1536.964    -1537.684        0.721    58.1
0.5350        -1536.962    -1537.689        0.727    58.6
0.5360        -1536.960    -1537.694        0.733    59.1
0.5370        -1536.960    -1537.695        0.735    59.2
0.5380        -1536.958    -1537.690        0.732    58.9
0.5390        -1536.960    -1537.670        0.710    57.2
0.5400        -1536.963    -1537.638        0.675    54.4
0.5410        -1536.966    -1537.597        0.631    50.9
0.5420        -1536.968    -1537.558        0.590    47.5
0.5430        -1536.976    -1537.531        0.555    44.8
0.5440        -1536.977    -1537.531        0.554    44.6
0.5450        -1536.980    -1537.553        0.573    46.2
0.5460        -1536.985    -1537.597        0.612    49.3
0.5470        -1536.968    -1537.651        0.683    55.0
0.5480        -1536.969    -1537.701        0.731    58.9
0.5490        -1536.973    -1537.736        0.764    61.5
0.5500        -1536.973    -1537.751        0.778    62.7
0.5510        -1536.964    -1537.742        0.778    62.7
0.5520        -1536.951    -1537.718        0.767    61.8
0.5530        -1536.960    -1537.687        0.727    58.6
0.5540        -1536.991    -1537.663        0.672    54.2
0.5550        -1536.994    -1537.651        0.657    53.0
0.5560        -1536.995    -1537.651        0.656    52.9
