Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0450        -3063.231    -3073.459       10.229   309.1
0.0460        -3063.279    -3072.814        9.535   288.1
0.0470        -3063.300    -3072.266        8.966   271.0
0.0480        -3063.290    -3071.824        8.534   257.9
0.0490        -3063.287    -3071.497        8.210   248.1
0.0500        -3063.199    -3071.197        7.998   241.7
0.0510        -3063.139    -3070.884        7.745   234.0
0.0520        -3063.113    -3070.523        7.410   223.9
0.0530        -3063.070    -3070.171        7.101   214.6
0.0540        -3063.087    -3069.892        6.804   205.6
0.0550        -3063.086    -3069.722        6.636   200.5
0.0560        -3063.099    -3069.689        6.590   199.1
0.0570        -3063.121    -3069.782        6.660   201.3
0.0580        -3063.112    -3069.998        6.886   208.1
0.0590        -3063.003    -3070.327        7.324   221.3
0.0600        -3063.012    -3070.682        7.670   231.8
0.0610        -3062.991    -3071.039        8.047   243.2
0.0620        -3063.115    -3071.358        8.243   249.1
0.0630        -3063.093    -3071.598        8.505   257.0
0.0640        -3063.054    -3071.737        8.682   262.4
0.0650        -3063.208    -3071.771        8.563   258.8
0.0660        -3063.239    -3071.721        8.481   256.3
0.0670        -3063.148    -3071.614        8.466   255.8
0.0680        -3063.132    -3071.471        8.339   252.0
0.0690        -3063.202    -3071.348        8.146   246.2
0.0700        -3063.365    -3071.339        7.974   241.0
0.0710        -3063.380    -3071.509        8.129   245.6
0.0720        -3063.435    -3071.836        8.401   253.9
0.0730        -3063.408    -3072.301        8.893   268.7
0.0740        -3063.396    -3072.832        9.436   285.1
0.0750        -3063.361    -3073.286        9.925   299.9
0.0760        -3063.393    -3073.518       10.125   306.0
0.0770        -3063.514    -3073.454        9.940   300.4
0.0780        -3063.407    -3073.053        9.646   291.5
0.0790        -3063.440    -3072.396        8.955   270.6
0.0800        -3063.530    -3071.590        8.060   243.6
0.0810        -3063.523    -3070.807        7.284   220.1
0.0820        -3063.660    -3070.180        6.520   197.0
0.0830        -3063.748    -3069.817        6.070   183.4
0.0840        -3063.763    -3069.739        5.976   180.6
0.0850        -3063.819    -3069.874        6.055   183.0
0.0860        -3063.815    -3070.140        6.325   191.1
0.0870        -3063.823    -3070.472        6.649   200.9
0.0880        -3063.849    -3070.806        6.957   210.2
0.0890        -3063.887    -3071.126        7.239   218.8
0.0900        -3063.979    -3071.428        7.448   225.1
0.0910        -3063.997    -3071.738        7.741   233.9
0.0920        -3064.057    -3072.063        8.006   241.9
0.0930        -3064.044    -3072.409        8.365   252.8
0.0940        -3064.068    -3072.737        8.669   262.0
0.0950        -3064.008    -3072.985        8.977   271.3
0.0960        -3064.034    -3073.082        9.048   273.4
0.0970        -3063.970    -3072.957        8.986   271.6
0.0980        -3064.123    -3072.635        8.512   257.2
0.0990        -3064.218    -3072.248        8.030   242.7
0.1000        -3064.199    -3071.927        7.728   233.5
0.1010        -3064.299    -3071.749        7.450   225.1
0.1020        -3064.329    -3071.745        7.416   224.1
0.1030        -3064.274    -3071.908        7.634   230.7
0.1040        -3064.304    -3072.156        7.852   237.3
0.1050        -3064.473    -3072.417        7.944   240.1
0.1060        -3064.547    -3072.622        8.075   244.0
0.1070        -3064.577    -3072.717        8.140   246.0
0.1080        -3064.673    -3072.716        8.043   243.1
0.1090        -3064.616    -3072.635        8.019   242.3
0.1100        -3064.497    -3072.514        8.017   242.3
0.1110        -3064.498    -3072.375        7.877   238.0
0.1120        -3064.553    -3072.223        7.670   231.8
0.1130        -3064.637    -3072.055        7.418   224.2
0.1140        -3064.644    -3071.865        7.221   218.2
0.1150        -3064.715    -3071.620        6.904   208.7
0.1160        -3064.612    -3071.339        6.727   203.3
0.1170        -3064.584    -3071.058        6.474   195.6
0.1180        -3064.600    -3070.873        6.273   189.6
0.1190        -3064.544    -3070.895        6.350   191.9
0.1200        -3064.557    -3071.125        6.569   198.5
0.1210        -3064.510    -3071.492        6.982   211.0
0.1220        -3064.492    -3071.907        7.415   224.1
0.1230        -3064.494    -3072.274        7.781   235.1
0.1240        -3064.564    -3072.553        7.989   241.4
0.1250        -3064.638    -3072.739        8.101   244.8
0.1260        -3064.742    -3072.843        8.101   244.8
0.1270        -3064.787    -3072.931        8.144   246.1
0.1280        -3064.831    -3073.014        8.183   247.3
0.1290        -3065.004    -3073.112        8.108   245.0
0.1300        -3065.039    -3073.214        8.175   247.0
0.1310        -3065.100    -3073.239        8.139   246.0
0.1320        -3065.279    -3073.194        7.915   239.2
0.1330        -3065.344    -3073.041        7.697   232.6
0.1340        -3065.368    -3072.820        7.452   225.2
0.1350        -3065.347    -3072.563        7.216   218.1
0.1360        -3065.454    -3072.345        6.890   208.2
0.1370        -3065.390    -3072.223        6.833   206.5
0.1380        -3065.496    -3072.210        6.714   202.9
0.1390        -3065.494    -3072.257        6.763   204.4
0.1400        -3065.469    -3072.336        6.867   207.5
0.1410        -3065.472    -3072.408        6.936   209.6
0.1420        -3065.434    -3072.477        7.043   212.8
0.1430        -3065.504    -3072.531        7.027   212.4
0.1440        -3065.574    -3072.554        6.980   210.9
0.1450        -3065.693    -3072.547        6.854   207.1
0.1460        -3065.783    -3072.547        6.765   204.4
0.1470        -3065.740    -3072.578        6.838   206.6
0.1480        -3065.619    -3072.619        7.000   211.5
0.1490        -3065.658    -3072.648        6.990   211.2
0.1500        -3065.586    -3072.642        7.056   213.2
0.1510        -3065.674    -3072.603        6.929   209.4
0.1520        -3065.612    -3072.533        6.921   209.2
0.1530        -3065.688    -3072.488        6.800   205.5
0.1540        -3065.579    -3072.526        6.947   209.9
0.1550        -3065.577    -3072.658        7.081   214.0
0.1560        -3065.717    -3072.835        7.118   215.1
0.1570        -3065.718    -3073.029        7.311   220.9
0.1580        -3065.773    -3073.168        7.395   223.5
0.1590        -3065.765    -3073.217        7.452   225.2
0.1600        -3065.738    -3073.153        7.415   224.1
0.1610        -3065.770    -3073.035        7.265   219.6
0.1620        -3065.888    -3072.899        7.011   211.9
0.1630        -3065.893    -3072.789        6.895   208.4
0.1640        -3065.923    -3072.782        6.859   207.3
0.1650        -3065.992    -3072.868        6.876   207.8
0.1660        -3065.892    -3072.981        7.089   214.2
0.1670        -3065.925    -3073.072        7.147   216.0
0.1680        -3065.944    -3073.083        7.140   215.8
0.1690        -3066.090    -3073.003        6.914   208.9
0.1700        -3066.031    -3072.833        6.802   205.6
0.1710        -3066.091    -3072.604        6.513   196.8
0.1720        -3066.104    -3072.383        6.279   189.8
0.1730        -3066.047    -3072.269        6.221   188.0
0.1740        -3066.056    -3072.294        6.239   188.5
0.1750        -3065.939    -3072.462        6.524   197.1
0.1760        -3065.962    -3072.717        6.756   204.2
0.1770        -3065.918    -3072.998        7.080   214.0
0.1780        -3065.922    -3073.276        7.354   222.2
0.1790        -3065.918    -3073.454        7.536   227.7
0.1800        -3066.055    -3073.503        7.448   225.1
0.1810        -3066.178    -3073.449        7.271   219.7
0.1820        -3066.357    -3073.344        6.988   211.2
0.1830        -3066.426    -3073.229        6.802   205.6
0.1840        -3066.507    -3073.104        6.597   199.3
0.1850        -3066.538    -3072.986        6.448   194.9
0.1860        -3066.644    -3072.906        6.262   189.2
0.1870        -3066.677    -3072.879        6.202   187.4
0.1880        -3066.602    -3072.897        6.295   190.2
0.1890        -3066.716    -3072.956        6.240   188.6
0.1900        -3066.679    -3073.075        6.396   193.3
0.1910        -3066.683    -3073.243        6.559   198.2
0.1920        -3066.620    -3073.424        6.804   205.6
0.1930        -3066.652    -3073.573        6.921   209.2
0.1940        -3066.503    -3073.678        7.175   216.8
0.1950        -3066.442    -3073.691        7.250   219.1
0.1960        -3066.322    -3073.605        7.283   220.1
0.1970        -3066.315    -3073.404        7.089   214.2
0.1980        -3066.324    -3073.114        6.790   205.2
0.1990        -3066.283    -3072.798        6.515   196.9
0.2000        -3066.253    -3072.527        6.274   189.6
0.2010        -3066.330    -3072.353        6.023   182.0
0.2020        -3066.227    -3072.302        6.074   183.6
0.2030        -3066.300    -3072.346        6.046   182.7
0.2040        -3066.286    -3072.447        6.161   186.2
0.2050        -3066.312    -3072.574        6.261   189.2
0.2060        -3066.172    -3072.688        6.516   196.9
0.2070        -3066.170    -3072.776        6.606   199.6
0.2080        -3066.242    -3072.848        6.606   199.6
0.2090        -3066.246    -3072.909        6.663   201.4
0.2100        -3066.283    -3072.981        6.698   202.4
0.2110        -3066.306    -3073.090        6.784   205.0
0.2120        -3066.297    -3073.205        6.908   208.8
0.2130        -3066.312    -3073.306        6.994   211.4
0.2140        -3066.433    -3073.370        6.938   209.7
0.2150        -3066.608    -3073.376        6.768   204.5
0.2160        -3066.547    -3073.362        6.815   205.9
0.2170        -3066.546    -3073.311        6.765   204.5
0.2180        -3066.515    -3073.252        6.737   203.6
0.2190        -3066.408    -3073.207        6.798   205.4
0.2200        -3066.456    -3073.154        6.698   202.4
0.2210        -3066.426    -3073.104        6.678   201.8
0.2220        -3066.377    -3073.086        6.709   202.7
0.2230        -3066.469    -3073.088        6.619   200.0
0.2240        -3066.465    -3073.136        6.671   201.6
0.2250        -3066.442    -3073.217        6.775   204.7
0.2260        -3066.400    -3073.293        6.893   208.3
0.2270        -3066.410    -3073.359        6.949   210.0
0.2280        -3066.354    -3073.397        7.043   212.8
0.2290        -3066.415    -3073.410        6.994   211.4
0.2300        -3066.400    -3073.402        7.002   211.6
0.2310        -3066.344    -3073.388        7.044   212.9
0.2320        -3066.380    -3073.363        6.982   211.0
0.2330        -3066.504    -3073.335        6.832   206.5
0.2340        -3066.386    -3073.269        6.883   208.0
0.2350        -3066.366    -3073.171        6.805   205.6
0.2360        -3066.351    -3073.090        6.739   203.6
0.2370        -3066.325    -3073.033        6.708   202.7
0.2380        -3066.282    -3072.987        6.705   202.6
0.2390        -3066.326    -3072.952        6.626   200.2
0.2400        -3066.318    -3072.931        6.613   199.8
0.2410        -3066.365    -3072.915        6.550   197.9
0.2420        -3066.495    -3072.894        6.398   193.4
0.2430        -3066.414    -3072.879        6.464   195.4
0.2440        -3066.302    -3072.886        6.584   199.0
0.2450        -3066.292    -3072.899        6.607   199.7
0.2460        -3066.399    -3072.940        6.541   197.7
0.2470        -3066.378    -3073.026        6.648   200.9
0.2480        -3066.346    -3073.144        6.799   205.5
0.2490        -3066.354    -3073.238        6.884   208.0
0.2500        -3066.412    -3073.262        6.849   207.0
0.2510        -3066.408    -3073.204        6.796   205.4
0.2520        -3066.559    -3073.068        6.509   196.7
0.2530        -3066.510    -3072.885        6.375   192.7
0.2540        -3066.562    -3072.689        6.126   185.1
0.2550        -3066.628    -3072.548        5.920   178.9
0.2560        -3066.546    -3072.501        5.955   180.0
0.2570        -3066.593    -3072.569        5.976   180.6
0.2580        -3066.674    -3072.736        6.062   183.2
0.2590        -3066.708    -3072.972        6.264   189.3
0.2600        -3066.640    -3073.227        6.588   199.1
0.2610        -3066.638    -3073.466        6.828   206.3
0.2620        -3066.726    -3073.628        6.902   208.6
0.2630        -3066.739    -3073.703        6.964   210.5
0.2640        -3066.760    -3073.693        6.933   209.5
0.2650        -3066.683    -3073.645        6.962   210.4
0.2660        -3066.653    -3073.586        6.932   209.5
0.2670        -3066.787    -3073.522        6.735   203.5
0.2680        -3066.947    -3073.487        6.540   197.6
0.2690        -3066.961    -3073.498        6.538   197.6
0.2700        -3066.965    -3073.516        6.551   198.0
0.2710        -3066.991    -3073.537        6.546   197.8
0.2720        -3066.992    -3073.534        6.543   197.7
0.2730        -3067.081    -3073.486        6.404   193.5
0.2740        -3067.141    -3073.409        6.268   189.4
0.2750        -3067.276    -3073.333        6.057   183.0
0.2760        -3067.226    -3073.274        6.048   182.8
0.2770        -3067.072    -3073.245        6.173   186.5
0.2780        -3067.027    -3073.225        6.198   187.3
0.2790        -3067.028    -3073.230        6.201   187.4
0.2800        -3067.070    -3073.261        6.191   187.1
0.2810        -3067.081    -3073.307        6.226   188.2
0.2820        -3067.079    -3073.324        6.245   188.7
0.2830        -3067.098    -3073.314        6.216   187.9
0.2840        -3067.039    -3073.288        6.249   188.8
0.2850        -3067.079    -3073.282        6.203   187.4
0.2860        -3066.959    -3073.319        6.361   192.2
0.2870        -3066.934    -3073.389        6.456   195.1
0.2880        -3066.929    -3073.438        6.509   196.7
0.2890        -3066.895    -3073.485        6.591   199.2
0.2900        -3066.848    -3073.537        6.689   202.1
0.2910        -3067.049    -3073.573        6.524   197.1
0.2920        -3066.973    -3073.624        6.651   201.0
0.2930        -3066.973    -3073.678        6.705   202.6
0.2940        -3067.252    -3073.729        6.477   195.7
0.2950        -3067.268    -3073.776        6.508   196.7
0.2960        -3067.210    -3073.837        6.627   200.3
0.2970        -3067.246    -3073.895        6.649   200.9
0.2980        -3067.181    -3073.947        6.766   204.5
0.2990        -3067.280    -3073.968        6.688   202.1
0.3000        -3067.204    -3073.951        6.747   203.9
0.3010        -3067.238    -3073.864        6.626   200.2
0.3020        -3067.197    -3073.721        6.524   197.2
0.3030        -3067.243    -3073.543        6.300   190.4
0.3040        -3067.089    -3073.368        6.279   189.7
0.3050        -3067.037    -3073.229        6.192   187.1
0.3060        -3066.888    -3073.176        6.288   190.0
0.3070        -3066.892    -3073.219        6.327   191.2
0.3080        -3066.871    -3073.324        6.453   195.0
0.3090        -3066.817    -3073.443        6.627   200.3
0.3100        -3066.729    -3073.520        6.791   205.2
0.3110        -3066.766    -3073.507        6.741   203.7
0.3120        -3066.697    -3073.419        6.722   203.1
0.3130        -3066.714    -3073.305        6.591   199.2
0.3140        -3066.637    -3073.207        6.571   198.6
0.3150        -3066.745    -3073.108        6.363   192.3
0.3160        -3066.781    -3073.074        6.293   190.2
0.3170        -3066.773    -3073.104        6.331   191.3
0.3180        -3066.783    -3073.166        6.383   192.9
0.3190        -3066.806    -3073.198        6.392   193.2
0.3200        -3066.785    -3073.172        6.387   193.0
0.3210        -3066.770    -3073.089        6.318   190.9
0.3220        -3066.900    -3072.968        6.068   183.4
0.3230        -3066.928    -3072.857        5.929   179.2
0.3240        -3066.872    -3072.802        5.931   179.2
0.3250        -3066.819    -3072.806        5.986   180.9
0.3260        -3066.842    -3072.865        6.023   182.0
0.3270        -3066.787    -3072.965        6.178   186.7
0.3280        -3066.827    -3073.093        6.266   189.4
0.3290        -3066.745    -3073.248        6.503   196.5
0.3300        -3066.768    -3073.399        6.631   200.4
0.3310        -3066.724    -3073.512        6.788   205.1
0.3320        -3066.721    -3073.581        6.860   207.3
0.3330        -3066.679    -3073.614        6.935   209.6
0.3340        -3066.665    -3073.610        6.946   209.9
0.3350        -3066.717    -3073.545        6.828   206.3
0.3360        -3066.702    -3073.423        6.721   203.1
0.3370        -3066.817    -3073.292        6.475   195.7
0.3380        -3066.844    -3073.194        6.350   191.9
0.3390        -3066.756    -3073.111        6.355   192.1
0.3400        -3066.826    -3073.069        6.243   188.7
0.3410        -3066.828    -3073.097        6.269   189.4
0.3420        -3066.802    -3073.165        6.364   192.3
0.3430        -3066.742    -3073.224        6.482   195.9
0.3440        -3066.679    -3073.234        6.555   198.1
0.3450        -3066.614    -3073.194        6.580   198.9
0.3460        -3066.602    -3073.104        6.502   196.5
0.3470        -3066.595    -3073.009        6.414   193.8
0.3480        -3066.502    -3072.930        6.428   194.2
0.3490        -3066.455    -3072.900        6.445   194.8
0.3500        -3066.466    -3072.933        6.467   195.4
0.3510        -3066.427    -3073.024        6.597   199.4
0.3520        -3066.332    -3073.158        6.825   206.3
0.3530        -3066.324    -3073.311        6.987   211.1
0.3540        -3066.343    -3073.425        7.082   214.0
0.3550        -3066.491    -3073.466        6.975   210.8
0.3560        -3066.489    -3073.477        6.988   211.2
0.3570        -3066.543    -3073.442        6.900   208.5
0.3580        -3066.510    -3073.377        6.867   207.5
0.3590        -3066.630    -3073.292        6.662   201.3
0.3600        -3066.654    -3073.188        6.534   197.5
0.3610        -3066.577    -3073.085        6.507   196.7
0.3620        -3066.573    -3072.945        6.372   192.6
0.3630        -3066.548    -3072.804        6.256   189.0
0.3640        -3066.541    -3072.706        6.166   186.3
0.3650        -3066.540    -3072.676        6.136   185.4
0.3660        -3066.518    -3072.708        6.190   187.1
0.3670        -3066.515    -3072.769        6.254   189.0
0.3680        -3066.556    -3072.845        6.289   190.0
0.3690        -3066.580    -3072.914        6.335   191.4
0.3700        -3066.559    -3072.947        6.387   193.0
0.3710        -3066.580    -3072.934        6.355   192.0
0.3720        -3066.546    -3072.897        6.351   191.9
0.3730        -3066.554    -3072.841        6.287   190.0
0.3740        -3066.629    -3072.802        6.173   186.5
0.3750        -3066.707    -3072.815        6.108   184.6
0.3760        -3066.746    -3072.925        6.179   186.7
0.3770        -3066.708    -3073.116        6.408   193.7
0.3780        -3066.613    -3073.372        6.759   204.3
0.3790        -3066.609    -3073.600        6.992   211.3
0.3800        -3066.585    -3073.718        7.133   215.5
0.3810        -3066.688    -3073.683        6.995   211.4
0.3820        -3066.731    -3073.520        6.789   205.2
0.3830        -3066.712    -3073.298        6.586   199.0
0.3840        -3066.701    -3073.064        6.363   192.3
0.3850        -3066.686    -3072.910        6.224   188.1
0.3860        -3066.747    -3072.889        6.142   185.6
0.3870        -3066.657    -3073.018        6.361   192.2
0.3880        -3066.583    -3073.226        6.643   200.8
0.3890        -3066.588    -3073.450        6.862   207.4
0.3900        -3066.732    -3073.601        6.870   207.6
0.3910        -3066.748    -3073.659        6.911   208.9
0.3920        -3066.717    -3073.630        6.913   208.9
0.3930        -3066.658    -3073.511        6.853   207.1
0.3940        -3066.661    -3073.342        6.681   201.9
0.3950        -3066.697    -3073.200        6.503   196.5
0.3960        -3066.666    -3073.107        6.441   194.6
0.3970        -3066.719    -3073.063        6.344   191.7
0.3980        -3066.751    -3073.110        6.359   192.2
0.3990        -3066.788    -3073.231        6.443   194.7
0.4000        -3066.761    -3073.380        6.619   200.0
0.4010        -3066.638    -3073.515        6.877   207.8
0.4020        -3066.737    -3073.565        6.828   206.3
0.4030        -3066.703    -3073.494        6.790   205.2
0.4040        -3066.738    -3073.323        6.585   199.0
0.4050        -3066.857    -3073.115        6.258   189.1
0.4060        -3066.912    -3072.949        6.037   182.4
0.4070        -3066.928    -3072.868        5.940   179.5
0.4080        -3066.865    -3072.892        6.027   182.1
0.4090        -3066.747    -3073.033        6.286   190.0
0.4100        -3066.770    -3073.258        6.488   196.1
0.4110        -3066.841    -3073.507        6.666   201.4
0.4120        -3066.797    -3073.722        6.924   209.3
0.4130        -3066.862    -3073.857        6.995   211.4
0.4140        -3066.882    -3073.881        6.999   211.5
0.4150        -3066.878    -3073.819        6.941   209.8
0.4160        -3066.856    -3073.716        6.860   207.3
0.4170        -3066.941    -3073.620        6.679   201.8
0.4180        -3066.980    -3073.549        6.569   198.5
0.4190        -3066.981    -3073.505        6.524   197.2
0.4200        -3067.054    -3073.471        6.417   193.9
0.4210        -3067.098    -3073.451        6.353   192.0
0.4220        -3067.116    -3073.459        6.343   191.7
0.4230        -3067.119    -3073.477        6.358   192.1
0.4240        -3067.201    -3073.465        6.264   189.3
0.4250        -3067.244    -3073.444        6.200   187.4
0.4260        -3067.233    -3073.459        6.226   188.1
0.4270        -3067.302    -3073.506        6.203   187.5
0.4280        -3067.248    -3073.551        6.304   190.5
0.4290        -3067.381    -3073.588        6.207   187.6
0.4300        -3067.405    -3073.601        6.196   187.2
0.4310        -3067.340    -3073.572        6.233   188.3
0.4320        -3067.426    -3073.512        6.086   183.9
0.4330        -3067.495    -3073.454        5.959   180.1
0.4340        -3067.457    -3073.410        5.953   179.9
0.4350        -3067.423    -3073.371        5.948   179.7
0.4360        -3067.483    -3073.334        5.851   176.8
0.4370        -3067.394    -3073.330        5.936   179.4
0.4380        -3067.354    -3073.330        5.976   180.6
0.4390        -3067.300    -3073.340        6.040   182.5
0.4400        -3067.324    -3073.355        6.031   182.3
0.4410        -3067.285    -3073.390        6.105   184.5
0.4420        -3067.297    -3073.448        6.151   185.9
0.4430        -3067.344    -3073.543        6.199   187.3
0.4440        -3067.365    -3073.654        6.289   190.1
0.4450        -3067.295    -3073.744        6.448   194.9
0.4460        -3067.274    -3073.772        6.499   196.4
0.4470        -3067.325    -3073.735        6.410   193.7
0.4480        -3067.386    -3073.643        6.257   189.1
0.4490        -3067.420    -3073.531        6.111   184.7
0.4500        -3067.407    -3073.458        6.051   182.9
0.4510        -3067.402    -3073.442        6.040   182.5
0.4520        -3067.502    -3073.498        5.996   181.2
0.4530        -3067.608    -3073.618        6.011   181.6
0.4540        -3067.556    -3073.750        6.194   187.2
0.4550        -3067.526    -3073.840        6.314   190.8
0.4560        -3067.520    -3073.886        6.366   192.4
0.4570        -3067.498    -3073.848        6.350   191.9
0.4580        -3067.463    -3073.726        6.263   189.3
0.4590        -3067.358    -3073.531        6.173   186.5
0.4600        -3067.349    -3073.293        5.944   179.6
0.4610        -3067.321    -3073.094        5.773   174.5
0.4620        -3067.258    -3072.983        5.725   173.0
0.4630        -3067.308    -3073.022        5.714   172.7
0.4640        -3067.301    -3073.209        5.907   178.5
0.4650        -3067.299    -3073.500        6.201   187.4
0.4660        -3067.290    -3073.815        6.525   197.2
0.4670        -3067.236    -3074.063        6.828   206.3
0.4680        -3067.167    -3074.168        7.001   211.6
0.4690        -3067.211    -3074.090        6.878   207.9
0.4700        -3067.150    -3073.864        6.714   202.9
0.4710        -3067.257    -3073.585        6.327   191.2
0.4720        -3067.196    -3073.322        6.126   185.1
0.4730        -3067.211    -3073.157        5.946   179.7
0.4740        -3067.088    -3073.084        5.996   181.2
0.4750        -3067.078    -3073.103        6.025   182.1
0.4760        -3067.107    -3073.174        6.066   183.3
0.4770        -3067.147    -3073.259        6.112   184.7
0.4780        -3067.221    -3073.325        6.105   184.5
0.4790        -3067.183    -3073.363        6.180   186.8
0.4800        -3067.087    -3073.386        6.299   190.4
0.4810        -3067.118    -3073.397        6.278   189.7
0.4820        -3067.112    -3073.436        6.325   191.1
0.4830        -3067.104    -3073.523        6.419   194.0
0.4840        -3067.038    -3073.610        6.573   198.6
0.4850        -3067.014    -3073.668        6.654   201.1
0.4860        -3067.041    -3073.661        6.621   200.1
0.4870        -3067.072    -3073.563        6.491   196.2
0.4880        -3067.126    -3073.406        6.279   189.8
0.4890        -3067.167    -3073.236        6.069   183.4
0.4900        -3067.194    -3073.111        5.917   178.8
0.4910        -3067.163    -3073.068        5.905   178.4
0.4920        -3067.185    -3073.085        5.900   178.3
0.4930        -3067.253    -3073.159        5.906   178.5
0.4940        -3067.295    -3073.283        5.988   180.9
0.4950        -3067.324    -3073.425        6.101   184.4
0.4960        -3067.352    -3073.563        6.211   187.7
0.4970        -3067.438    -3073.688        6.250   188.9
0.4980        -3067.451    -3073.780        6.328   191.2
0.4990        -3067.395    -3073.836        6.441   194.7
0.5000        -3067.363    -3073.847        6.484   195.9
0.5010        -3067.375    -3073.818        6.443   194.7
0.5020        -3067.377    -3073.766        6.389   193.1
0.5030        -3067.369    -3073.702        6.333   191.4
0.5040        -3067.367    -3073.628        6.261   189.2
0.5050        -3067.428    -3073.562        6.134   185.4
0.5060        -3067.361    -3073.528        6.167   186.4
0.5070        -3067.383    -3073.508        6.125   185.1
0.5080        -3067.420    -3073.516        6.096   184.2
0.5090        -3067.387    -3073.527        6.139   185.5
0.5100        -3067.283    -3073.526        6.242   188.6
0.5110        -3067.311    -3073.517        6.206   187.5
0.5120        -3067.314    -3073.510        6.196   187.2
0.5130        -3067.306    -3073.523        6.218   187.9
0.5140        -3067.365    -3073.551        6.186   186.9
0.5150        -3067.353    -3073.618        6.264   189.3
0.5160        -3067.365    -3073.720        6.354   192.0
0.5170        -3067.369    -3073.810        6.441   194.7
0.5180        -3067.409    -3073.883        6.474   195.7
0.5190        -3067.498    -3073.938        6.439   194.6
0.5200        -3067.486    -3073.932        6.446   194.8
0.5210        -3067.426    -3073.854        6.429   194.3
0.5220        -3067.442    -3073.688        6.246   188.8
0.5230        -3067.371    -3073.467        6.096   184.2
0.5240        -3067.308    -3073.240        5.932   179.3
0.5250        -3067.303    -3073.073        5.770   174.4
0.5260        -3067.313    -3073.022        5.710   172.5
0.5270        -3067.198    -3073.112        5.914   178.7
0.5280        -3067.279    -3073.287        6.009   181.6
0.5290        -3067.332    -3073.483        6.151   185.9
0.5300        -3067.327    -3073.658        6.331   191.3
0.5310        -3067.368    -3073.769        6.402   193.5
0.5320        -3067.513    -3073.843        6.331   191.3
0.5330        -3067.549    -3073.860        6.312   190.7
0.5340        -3067.428    -3073.834        6.406   193.6
0.5350        -3067.415    -3073.788        6.373   192.6
0.5360        -3067.324    -3073.719        6.395   193.3
0.5370        -3067.387    -3073.660        6.273   189.6
0.5380        -3067.389    -3073.631        6.243   188.7
0.5390        -3067.302    -3073.628        6.326   191.2
0.5400        -3067.301    -3073.631        6.331   191.3
0.5410        -3067.289    -3073.642        6.353   192.0
0.5420        -3067.273    -3073.664        6.391   193.1
0.5430        -3067.298    -3073.691        6.394   193.2
0.5440        -3067.392    -3073.723        6.330   191.3
0.5450        -3067.429    -3073.785        6.356   192.1
0.5460        -3067.467    -3073.864        6.397   193.3
0.5470        -3067.547    -3073.965        6.418   193.9
0.5480        -3067.502    -3074.055        6.553   198.0
0.5490        -3067.414    -3074.073        6.659   201.2
0.5500        -3067.420    -3073.972        6.552   198.0
0.5510        -3067.621    -3073.774        6.153   185.9
0.5520        -3067.627    -3073.531        5.904   178.4
0.5530        -3067.551    -3073.301        5.750   173.8
0.5540        -3067.505    -3073.151        5.647   170.6
0.5550        -3067.463    -3073.121        5.657   171.0
0.5560        -3067.467    -3073.194        5.727   173.1
