Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -3065.880    -3067.566        1.687    51.0
0.0010        -3065.874    -3067.868        1.995    60.3
0.0020        -3065.923    -3068.759        2.836    85.7
0.0030        -3065.989    -3070.040        4.051   122.4
0.0040        -3066.103    -3071.467        5.364   162.1
0.0050        -3066.181    -3072.806        6.625   200.2
0.0060        -3066.288    -3073.891        7.602   229.7
0.0070        -3066.474    -3074.650        8.175   247.1
0.0080        -3066.587    -3075.124        8.538   258.0
0.0090        -3066.714    -3075.409        8.695   262.8
0.0100        -3066.875    -3075.611        8.736   264.0
0.0110        -3067.046    -3075.773        8.727   263.7
0.0120        -3067.170    -3075.854        8.684   262.4
0.0130        -3067.363    -3075.768        8.405   254.0
0.0140        -3067.542    -3075.464        7.922   239.4
0.0150        -3067.628    -3074.987        7.359   222.4
0.0160        -3067.767    -3074.456        6.689   202.1
0.0170        -3067.816    -3074.036        6.220   188.0
0.0180        -3067.872    -3073.879        6.006   181.5
0.0190        -3067.941    -3074.008        6.067   183.3
0.0200        -3068.017    -3074.339        6.322   191.0
0.0210        -3068.098    -3074.687        6.590   199.1
0.0220        -3068.236    -3074.857        6.620   200.1
0.0230        -3068.296    -3074.726        6.430   194.3
0.0240        -3068.370    -3074.306        5.936   179.4
0.0250        -3068.465    -3073.723        5.258   158.9
0.0260        -3068.498    -3073.155        4.657   140.7
0.0270        -3068.555    -3072.757        4.202   127.0
0.0280        -3068.665    -3072.603        3.938   119.0
0.0290        -3068.722    -3072.637        3.916   118.3
0.0300        -3068.760    -3072.728        3.968   119.9
0.0310        -3068.795    -3072.756        3.961   119.7
0.0320        -3068.816    -3072.661        3.845   116.2
0.0330        -3068.861    -3072.490        3.629   109.7
0.0340        -3068.869    -3072.372        3.503   105.9
0.0350        -3068.902    -3072.457        3.555   107.4
0.0360        -3068.929    -3072.844        3.915   118.3
0.0370        -3068.977    -3073.570        4.593   138.8
0.0380        -3069.001    -3074.563        5.562   168.1
0.0390        -3069.146    -3075.665        6.518   197.0
0.0400        -3069.292    -3076.661        7.369   222.7
0.0410        -3069.382    -3077.362        7.981   241.2
0.0420        -3069.516    -3077.650        8.134   245.8
0.0430        -3069.613    -3077.521        7.908   239.0
0.0440        -3069.769    -3077.095        7.326   221.4
0.0450        -3069.911    -3076.557        6.646   200.8
0.0460        -3070.001    -3076.067        6.066   183.3
0.0470        -3070.077    -3075.708        5.631   170.2
0.0480        -3070.138    -3075.453        5.315   160.6
0.0490        -3070.205    -3075.244        5.039   152.3
0.0500        -3070.222    -3074.982        4.760   143.8
0.0510        -3070.235    -3074.627        4.392   132.7
0.0520        -3070.259    -3074.196        3.937   119.0
0.0530        -3070.288    -3073.777        3.489   105.4
0.0540        -3070.305    -3073.474        3.169    95.8
0.0550        -3070.327    -3073.356        3.029    91.5
0.0560        -3070.364    -3073.448        3.084    93.2
0.0570        -3070.414    -3073.719        3.305    99.9
0.0580        -3070.459    -3074.107        3.648   110.2
0.0590        -3070.474    -3074.535        4.062   122.7
0.0600        -3070.534    -3074.908        4.374   132.2
0.0610        -3070.574    -3075.182        4.608   139.3
0.0620        -3070.668    -3075.347        4.679   141.4
0.0630        -3070.701    -3075.423        4.722   142.7
0.0640        -3070.716    -3075.441        4.724   142.8
0.0650        -3070.814    -3075.424        4.610   139.3
0.0660        -3070.876    -3075.394        4.518   136.5
0.0670        -3070.890    -3075.359        4.469   135.1
0.0680        -3070.916    -3075.316        4.400   133.0
0.0690        -3070.991    -3075.286        4.294   129.8
0.0700        -3071.081    -3075.324        4.243   128.2
0.0710        -3071.133    -3075.481        4.348   131.4
0.0720        -3071.199    -3075.773        4.575   138.2
0.0730        -3071.230    -3076.201        4.971   150.2
0.0740        -3071.278    -3076.711        5.433   164.2
0.0750        -3071.343    -3077.195        5.852   176.9
0.0760        -3071.431    -3077.522        6.091   184.1
0.0770        -3071.534    -3077.587        6.053   182.9
0.0780        -3071.541    -3077.326        5.785   174.8
0.0790        -3071.606    -3076.761        5.155   155.8
0.0800        -3071.673    -3075.983        4.310   130.2
0.0810        -3071.701    -3075.156        3.455   104.4
0.0820        -3071.764    -3074.448        2.684    81.1
0.0830        -3071.803    -3073.995        2.192    66.2
0.0840        -3071.818    -3073.853        2.035    61.5
0.0850        -3071.853    -3073.976        2.122    64.1
0.0860        -3071.871    -3074.263        2.392    72.3
0.0870        -3071.899    -3074.612        2.714    82.0
0.0880        -3071.940    -3074.947        3.008    90.9
0.0890        -3071.980    -3075.244        3.263    98.6
0.0900        -3072.041    -3075.516        3.475   105.0
0.0910        -3072.074    -3075.798        3.724   112.5
0.0920        -3072.140    -3076.114        3.974   120.1
0.0930        -3072.166    -3076.462        4.296   129.8
0.0940        -3072.217    -3076.802        4.585   138.5
0.0950        -3072.240    -3077.065        4.825   145.8
0.0960        -3072.299    -3077.185        4.886   147.7
0.0970        -3072.346    -3077.120        4.774   144.3
0.0980        -3072.458    -3076.892        4.434   134.0
0.0990        -3072.527    -3076.588        4.062   122.7
0.1000        -3072.550    -3076.306        3.757   113.5
0.1010        -3072.617    -3076.121        3.505   105.9
0.1020        -3072.651    -3076.069        3.418   103.3
0.1030        -3072.677    -3076.150        3.473   104.9
0.1040        -3072.725    -3076.316        3.591   108.5
0.1050        -3072.812    -3076.513        3.701   111.8
0.1060        -3072.871    -3076.681        3.810   115.1
0.1070        -3072.910    -3076.781        3.871   117.0
0.1080        -3072.980    -3076.807        3.827   115.6
0.1090        -3073.007    -3076.768        3.761   113.7
0.1100        -3073.000    -3076.686        3.685   111.4
0.1110        -3073.042    -3076.576        3.534   106.8
0.1120        -3073.088    -3076.446        3.358   101.5
0.1130        -3073.140    -3076.296        3.156    95.4
0.1140        -3073.167    -3076.116        2.948    89.1
0.1150        -3073.216    -3075.897        2.681    81.0
0.1160        -3073.201    -3075.661        2.459    74.3
0.1170        -3073.208    -3075.449        2.241    67.7
0.1180        -3073.222    -3075.330        2.108    63.7
0.1190        -3073.213    -3075.381        2.168    65.5
0.1200        -3073.221    -3075.624        2.403    72.6
0.1210        -3073.228    -3076.015        2.787    84.2
0.1220        -3073.246    -3076.475        3.229    97.6
0.1230        -3073.285    -3076.908        3.624   109.5
0.1240        -3073.334    -3077.236        3.901   117.9
0.1250        -3073.407    -3077.423        4.017   121.4
0.1260        -3073.474    -3077.477        4.002   120.9
0.1270        -3073.529    -3077.447        3.918   118.4
0.1280        -3073.571    -3077.386        3.815   115.3
0.1290        -3073.668    -3077.343        3.675   111.1
0.1300        -3073.717    -3077.343        3.627   109.6
0.1310        -3073.761    -3077.355        3.594   108.6
0.1320        -3073.847    -3077.355        3.507   106.0
0.1330        -3073.913    -3077.298        3.385   102.3
0.1340        -3073.957    -3077.173        3.216    97.2
0.1350        -3073.968    -3076.985        3.017    91.2
0.1360        -3074.015    -3076.772        2.757    83.3
0.1370        -3074.011    -3076.581        2.570    77.7
0.1380        -3074.063    -3076.451        2.388    72.2
0.1390        -3074.074    -3076.395        2.321    70.1
0.1400        -3074.087    -3076.417        2.330    70.4
0.1410        -3074.097    -3076.497        2.400    72.5
0.1420        -3074.090    -3076.615        2.525    76.3
0.1430        -3074.119    -3076.740        2.621    79.2
0.1440        -3074.160    -3076.848        2.688    81.2
0.1450        -3074.218    -3076.927        2.709    81.9
0.1460        -3074.271    -3076.987        2.716    82.1
0.1470        -3074.278    -3077.036        2.758    83.4
0.1480        -3074.259    -3077.069        2.810    84.9
0.1490        -3074.289    -3077.076        2.788    84.2
0.1500        -3074.283    -3077.055        2.772    83.8
0.1510        -3074.323    -3077.005        2.682    81.0
0.1520        -3074.315    -3076.938        2.623    79.3
0.1530        -3074.344    -3076.890        2.546    76.9
0.1540        -3074.326    -3076.900        2.575    77.8
0.1550        -3074.344    -3076.991        2.647    80.0
0.1560        -3074.413    -3077.160        2.747    83.0
0.1570        -3074.440    -3077.388        2.948    89.1
0.1580        -3074.478    -3077.617        3.138    94.8
0.1590        -3074.506    -3077.793        3.286    99.3
0.1600        -3074.524    -3077.866        3.342   101.0
0.1610        -3074.551    -3077.832        3.282    99.2
0.1620        -3074.608    -3077.708        3.100    93.7
0.1630        -3074.638    -3077.534        2.895    87.5
0.1640        -3074.675    -3077.372        2.698    81.5
0.1650        -3074.718    -3077.256        2.539    76.7
0.1660        -3074.703    -3077.186        2.483    75.1
0.1670        -3074.718    -3077.151        2.433    73.5
0.1680        -3074.729    -3077.116        2.387    72.1
0.1690        -3074.777    -3077.059        2.282    69.0
0.1700        -3074.768    -3076.964        2.196    66.3
0.1710        -3074.799    -3076.838        2.039    61.6
0.1720        -3074.812    -3076.720        1.908    57.7
0.1730        -3074.801    -3076.667        1.867    56.4
0.1740        -3074.809    -3076.713        1.903    57.5
0.1750        -3074.792    -3076.865        2.073    62.7
0.1760        -3074.814    -3077.102        2.288    69.1
0.1770        -3074.829    -3077.377        2.548    77.0
0.1780        -3074.850    -3077.642        2.792    84.4
0.1790        -3074.876    -3077.831        2.954    89.3
0.1800        -3074.934    -3077.913        2.978    90.0
0.1810        -3074.982    -3077.891        2.909    87.9
0.1820        -3075.049    -3077.798        2.749    83.1
0.1830        -3075.072    -3077.675        2.602    78.6
0.1840        -3075.105    -3077.552        2.447    74.0
0.1850        -3075.129    -3077.460        2.331    70.4
0.1860        -3075.175    -3077.419        2.244    67.8
0.1870        -3075.208    -3077.430        2.223    67.2
0.1880        -3075.207    -3077.477        2.270    68.6
0.1890        -3075.264    -3077.543        2.279    68.9
0.1900        -3075.269    -3077.619        2.350    71.0
0.1910        -3075.292    -3077.694        2.402    72.6
0.1920        -3075.285    -3077.763        2.478    74.9
0.1930        -3075.306    -3077.816        2.510    75.9
0.1940        -3075.285    -3077.847        2.561    77.4
0.1950        -3075.277    -3077.838        2.561    77.4
0.1960        -3075.265    -3077.779        2.515    76.0
0.1970        -3075.279    -3077.664        2.385    72.1
0.1980        -3075.288    -3077.505        2.216    67.0
0.1990        -3075.285    -3077.332        2.047    61.9
0.2000        -3075.278    -3077.184        1.906    57.6
0.2010        -3075.307    -3077.090        1.783    53.9
0.2020        -3075.283    -3077.067        1.783    53.9
0.2030        -3075.307    -3077.106        1.798    54.3
0.2040        -3075.312    -3077.189        1.877    56.7
0.2050        -3075.331    -3077.291        1.961    59.3
0.2060        -3075.305    -3077.387        2.082    62.9
0.2070        -3075.317    -3077.462        2.145    64.8
0.2080        -3075.351    -3077.521        2.170    65.6
0.2090        -3075.363    -3077.572        2.209    66.8
0.2100        -3075.379    -3077.637        2.258    68.2
0.2110        -3075.396    -3077.727        2.331    70.4
0.2120        -3075.414    -3077.832        2.418    73.1
0.2130        -3075.434    -3077.937        2.503    75.7
0.2140        -3075.482    -3078.019        2.537    76.7
0.2150        -3075.545    -3078.056        2.512    75.9
0.2160        -3075.553    -3078.048        2.494    75.4
0.2170        -3075.577    -3077.988        2.411    72.9
0.2180        -3075.578    -3077.898        2.320    70.1
0.2190        -3075.568    -3077.802        2.234    67.5
0.2200        -3075.587    -3077.714        2.126    64.3
0.2210        -3075.594    -3077.653        2.059    62.2
0.2220        -3075.587    -3077.630        2.043    61.8
0.2230        -3075.620    -3077.634        2.014    60.9
0.2240        -3075.624    -3077.656        2.033    61.4
0.2250        -3075.615    -3077.684        2.069    62.5
0.2260        -3075.608    -3077.703        2.095    63.3
0.2270        -3075.611    -3077.715        2.104    63.6
0.2280        -3075.600    -3077.723        2.124    64.2
0.2290        -3075.624    -3077.735        2.111    63.8
0.2300        -3075.633    -3077.753        2.120    64.1
0.2310        -3075.623    -3077.777        2.155    65.1
0.2320        -3075.634    -3077.797        2.162    65.3
0.2330        -3075.681    -3077.803        2.122    64.1
0.2340        -3075.661    -3077.781        2.120    64.1
0.2350        -3075.658    -3077.736        2.078    62.8
0.2360        -3075.659    -3077.689        2.030    61.3
0.2370        -3075.658    -3077.655        1.997    60.4
0.2380        -3075.659    -3077.640        1.981    59.9
0.2390        -3075.674    -3077.654        1.980    59.8
0.2400        -3075.680    -3077.693        2.013    60.8
0.2410        -3075.700    -3077.749        2.049    61.9
0.2420        -3075.742    -3077.806        2.063    62.4
0.2430        -3075.724    -3077.858        2.134    64.5
0.2440        -3075.710    -3077.900        2.190    66.2
0.2450        -3075.712    -3077.927        2.216    67.0
0.2460        -3075.759    -3077.949        2.191    66.2
